,tweet_id,party,user_location,created_at,text,party_dummy,preprocessed_text
21,835090949411856384,EM,France,2017-02-24 11:36:12,"RT @EchosPolitique: SONDAGE #presitrack #LePen tjs en tête à 26%, Macron en ↗️ à 23% (+1), #Fillon stable à 20% -&gt; https://t.co/RgqIuAF6vj…",1,rt @echospolitique sondage #presitrack #lepen tj en tête 26 % macron en 23 % 1 #fillon stable 20 % gt
22,848595387808198657,EM,Breizh pointe du Raz,2017-04-02 17:58:01,"RT @JYLT: #Macron et la #Bretagne... et ben rien, le vide , des banalités , du blablabla... https://t.co/8u71OLSedZ",1,rt @jylt #macron et #bretagne et ben vide banalité blablabla
23,852073250683330560,EM,,2017-04-12 08:17:48,RT @mhserve: Le ministre allemand des Finances soutient Macron face à Fillon  https://t.co/0ZaXWczRwU via @Le_Figaro,1,rt @mhserve ministre allemand finance soutenir macron face fillon via @le_figaro
24,823886249903718400,EM,"Paris, France",2017-01-24 13:32:43,Quelle réforme pour la formation continue ? #Macron https://t.co/TORkWEgIW6,1,quell réforme pour formation continuer #macron
25,851697434757656576,EM,,2017-04-11 07:24:26,"RT @ManuBresset: Rupture ?
""Pas un regard, pas un geste envers Penelope Fillon"" #CàVous https://t.co/XdwCJ83Y7N",1,rt @manubresset rupture per regard pas geste envers penelope fillon #càvous
26,824917881259429892,EM,là où l'on ne m'attend pas ,2017-01-27 09:52:03,RT @FC_actu: Culture : @EmmanuelMacron veut notamment créer un pass de 500 euros pour tous les jeunes de 18 ans. https://t.co/wVFDLLoOsJ,1,rt @fc_actu culture @emmanuelmacron vouloir notamment créer pass 500 pour tout jeune 18 an
27,853134130707550209,EM,"Uzès, France",2017-04-15 06:33:21,"RT @EMacron_2017: #Melenchon est dangereux pour le pays, tout comme #LePen, #Fillon aussi et n'est pas intègre ! Pas le choix : #JeVoteMacr…",1,rt @emacron_2017 #melenchon dangereux pour pays tout comme #lepen #fillon aussi et ne pas intégrer pas choix #jevotemacr…
28,824688687766183936,EM,,2017-01-26 18:41:19,"RT @GetchTchern: Déplacement d' Emmanuel Macron au Proche-Orient #Liban #Hariri #Beyrouth #Jordanie #Syrie #EnMarche
https://t.co/7Fx8f40H7u",1,rt @getchtchern déplacement emmanuel macron proche-orient #liban #hariri #beyrouth #jordanie #syrie #enmarche
29,860577529366753280,EM,,2017-05-05 19:30:46,"RT @LenaBred: #Macron défend les ordonnances. Mais s'engage à accepter un plus grand contrôle du parlement, aujourd'hui très faible. #Media…",1,rt @lenabred #macron défendre ordonnance mais engager accepter plus grand contrôle parlement aujourd hui très faible #media…
30,826827407969632259,EM,,2017-02-01 16:19:50,RT @RachidaElAzzz: #Fillon passera-t-il la semaine? Nouvelles révélations de @mediapart et nouveau salarié fantôme https://t.co/pUwlW0bijJ,1,rt @rachidaelazzz #fillon passera-t-il semaine nouveau révélation @mediapart et nouveau salarié fantôme
31,846764311347417088,EM,,2017-03-28 16:41:58,"RT @JeunesMacron: ""Si possible, j'aimerai que mon Premier Ministre soit une femme"" @EmmanuelMacron #LaMajoritéEnMarche",1,rt @jeunesmacron si possible aimer premier ministre femme @emmanuelmacron #lamajoritéenmarche
32,828191614111719425,EM,Alpes-Maritimes,2017-02-05 10:40:42,"RT @Rouqui2: Macron à Lyon / Un souffle républicain convaincant et jusque là inédit.
GR https://t.co/Kk4WlF9JWN",1,rt @rouqui2 macron lyon souffle républicain convaincant et jusqu là gr
33,841742793844379651,EM,paris,2017-03-14 20:08:15,"RT @democratesem: ""Une peine prononcée est une peine exécutée. Lesmesures pour la justice @EmmanuelMacron dans @laprovence #EnMarche https:…",1,rt @democratesem peine prononcer peine exécuter lesmesure pour justice @emmanuelmacron dans @laprovence #enmarche
34,838758380999168000,EM,,2017-03-06 14:29:16,"RT @OPhilDelo: « Ecologistes, nous choisissons Emmanuel Macron ! » 
https://t.co/PwgARNHL62
#EnMarche",1,rt @ophildelo ecologistes choisir emmanuel macron #enmarche
35,855186381882130432,EM,bretagne,2017-04-20 22:28:16,RT @adia66: Balançant de fausses infos en direct voulant se prendre pour je ne sais qui #Fillon termine sa campagne comme il a commencé:dan…,1,rt @adia66 balancer faux info en direct vouloir prendre pour ne savoir qui #fillon terminer campagne comme commencer dan
36,858419915891650560,EM,"Val-de-Marne, Ile-de-France",2017-04-29 20:37:11,RT @BFMTV_Inside: Mercredi 3 mai : @EmmanuelMacron face à @MLP_officiel sur @BFMTV à 21h #DEBAT #Presidentielle2017 https://t.co/mUrZGQjLzs,1,rt @bfmtv_inside mercredi 3 mai face @mlp_officiel sur @bfmtv 21h #debat #presidentielle2017
37,834017729246011392,EM,"Ile-de-France, France",2017-02-21 12:31:36,"@Fillededroite sois plus maline vote pour politique plus propre! Ton fillon va te demander des efforts, pendant que lui recupere le blé",1,@fillededroite plus malin vote pour politique plus propre fillon aller demander effort pendant recupere blé
38,827082663626407936,EM,Creuse,2017-02-02 09:14:08,"RT @mediapart: François Fillon : Un job caché à 200 000 euros, générateur de conflits d’intérêt https://t.co/ANcuHAwkbY https://t.co/pOKeS8…",1,rt @mediapart françois fillon job cacher générateur conflit intérêt
39,841348309646266369,EM,"Punxsutawney, Pennsylvania",2017-03-13 18:00:43,"@AnthoGonzalez56 Hamon sait très bien que le PS récoltera assez de ""petits"" dons pour financer sa campagne. Facile de donner des leçons!",1,@anthogonzalez56 hamon savoir très bien ps récolter assez petit don pour financer campagne facile donner leçon
40,857600616121737217,EM,Creuse,2017-04-27 14:21:34,"RT @BFMTV: Bruno Le Maire: ""Je voterai pour Emmanuel Macron"" https://t.co/1Zs8KslgP7",1,rt @bfmtv bruno maire voter pour emmanuel macron
41,821783500277878784,EM,"Annecy, France",2017-01-18 18:17:09,"RT @axelletess: ""Pourquoi @EmmanuelMacron est le candidat de l'émancipation des femmes"" par @MarleneSchiappa https://t.co/3v904iFFCO",1,rt @axelletess pourquoi @emmanuelmacron candidat émancipation femme par @marleneschiappa
42,805867815085473793,EM,"Paris, France",2016-12-05 20:13:54,"En voyage au USA, Emmanuel Macron était aujourd'hui à l'Université de Columbia. Retrouvez son intervention ici ➡ https://t.co/yvCwGInJ6J",1,en voyage usa emmanuel macron aujourd hui université columbia retrouver intervention ici
43,851548735922462722,EM,,2017-04-10 21:33:34,"RT @jeromegodefroy: Dans le camp de @FrancoisFillon, tôt ou tard,  on reconnaît ses mensonges. C'est une question de temps. https://t.co/yo…",1,rt @jeromegodefroy dans camp @francoisfillon tôt ou tard reconnaître mensonge question temps
44,835264029165764608,EM,"Meslay-le-Vidame, France",2017-02-24 23:03:57,"RT @GuillaumeDaret: #Macron / #Merkel: Le rendez-vous, pas encore fixé, devrait avoir lieu au courant du mois de mars selon un pp du gouver…",1,rt @guillaumedaret #macron #merkel rendez-vous pas encore fixer devoir avoir lieu courant mois mars selon pp gouver
45,847083617046216704,EM,"England, United Kingdom",2017-03-29 13:50:47,"RT @MargoPch: Quand l'opportunisme n'est l'apanage d'aucuns, le renouvellement lui a un nom : #EnMarche https://t.co/CcQcCavAA2",1,rt @margopch quand opportunisme ne apanage renouvellement avoir nom #enmarche
46,835786240926572545,EM,Marseille,2017-02-26 09:39:02,RT @STR_Trp: L'appel des Radicaux de gauche pour soutenir Emmanuel Macron https://t.co/DJVVcl6pbC,1,rt @str_trp appel radical gauche pour soutenir emmanuel macron
47,834539376105418752,EM,"Paris, France",2017-02-22 23:04:26,RT @sumac_h: Le texte du communiqué de Macron qui accepte l'alliance avec Bayrou https://t.co/RCz52TQ8j7,1,rt @sumac_h texte communiqué macron accepter alliance avec bayrou
48,820375686292668416,EM,France,2017-01-14 21:03:00,RT @XLRbyXLR: #LOL amis fillonistes perdez pas vos énergies #rejoignez @EmmanuelMacron @enmarchefr @UDI_EnMarche @MoDem @LadroiteavecEM #Fr…,1,rt @xlrbyxlr #lol ami filloniste perdre pas énergie #rejoignez @emmanuelmacron @enmarchefr @udi_enmarche @modem @ladroiteavecem #fr…
49,862685775950958592,EM,Seine et Marne (France),2017-05-11 15:08:11,"RT @AntoineDen: En #LoireAtlantique, deux députés socialistes sortants investis par #EnMarche : Yves Daniel et @SophieErrante ainsi que @Fd…",1,rt @antoineden en #loireatlantique deux député socialiste sortant investir par #enmarche yves daniel et @sophieerrante ainsi @fd
50,824235760823992320,EM,,2017-01-25 12:41:33,RT @ellensalvi: Un puit sans fond. #PenelopeFillon #PenelopeGate #Fillon https://t.co/d7vC8yxqjz,1,rt @ellensalvi puit sans fond #penelopefillon #penelopegate #fillon
51,859043744192057344,EM,,2017-05-01 13:56:03,"@LeviatorARaison La soumission des electeurs extreme gauche de JLM , inutile ce parti ,",1,@leviatoraraison soumission electeur extrem gauche jlm inutile parti
52,854960682349056000,EM,Agora,2017-04-20 07:31:25,"RT @Guillaume_Alv: Sondage @harrisint_fr: Macron reprend de l'avance.

EM 25% (+1 vs. semaine dernière)
MLP 22% (=)
FF 19% (-1)
JLM 19% (=)…",1,rt @guillaume_alv sondage @harrisint_fr macron reprendre avance em 25 % 1 vs semaine dernier mlp 22 % ff 19 % 1 jlm 19 %
53,848163118702264320,EM,"England, United Kingdom",2017-04-01 13:20:20,"RT @JeunesMacron: ""Dans les prochaines semaines nous annoncerons les premiers candidats #EnMarche aux #Legislatives2017"" @EmmanuelMacron #M…",1,rt @jeunesmacron dans prochain semaine annoncer premier candidat #enmarche #legislatives2017 @emmanuelmacron #m…
54,844616055385460737,EM,"Levallois-Perret, France",2017-03-22 18:25:34,"RT @enmarcheparis16: Dominique Perben : «#Macron , un vrai programme pour la #justice» https://t.co/AvOazPLZLa @enmarche_HFDEM @RomainDupey…",1,rt @enmarcheparis16 dominique perben #macron vrai programme pour #justice» @enmarche_hfdem @romaindupey
55,836170964639559680,EM,MOURENS,2017-02-27 11:07:47,RT @Apostiller1: En intégrant dans son équipe de campagne @christianpaul58 et @mnlienemann #Hamon envoie un signe fort aux #FH2017 😅😅 ok #E…,1,rt @apostiller1 en intégrer dans équipe campagne @christianpaul58 et @mnlienemann envoyer signe fort #fh2017 ok #e…
56,852560572856111105,EM,France & World,2017-04-13 16:34:15,"RT @JeunesMacron: Le renouvellement politique : certains en parlent, d'autres le mettent #EnMarche
Les propositions d'@EmmanuelMacron https…",1,rt @jeunesmacron renouvellement politique parler autre mettre #enmarche proposition
57,823543887373500416,EM,Nice-Paris,2017-01-23 14:52:18,RT @Daarjeeling: Les frondeurs désemparés qui reprochent à Hollande de mépriser la primaire qu'ils avaient voulu juste pour le dézinguer :…,1,rt @daarjeeling frondeur désemparé reprocher hollande mépriser primaire vouloir juste pour dézinguer
58,851092506318188545,EM,Paris 5e Arrondissement,2017-04-09 15:20:40,"RT @JadeJoPS: ""Fillon a validé &amp; accompagné le conflit Libyen qui a été une erreur &amp; a supprimé 54.000 postes dans la défense"" #DIMPOL #JeV…",1,rt @jadejops fillon valider amp accompagner conflit libyen erreur amp supprimer 54 000 poste dans défense #dimpol #jev…
59,847117069434916864,EM,"Paris, France",2017-03-29 16:03:42,"Pour Bayrou, Macron aura une majorité https://t.co/SwmCItrLUU via @Le_Figaro",1,pour bayrou macron avoir majorité via @le_figaro
60,855051209555791873,EM,"Ain, Rhône-Alpes",2017-04-20 13:31:09,L'étrange justification des rétrocessions de Marie Fillon à son père https://t.co/ToEn0dvORH,1,étrange justification rétrocession marie fillon père
61,855182921442918401,EM,France,2017-04-20 22:14:31,"Bénéficier de l'expertise de #Villepin (Diplomatie), Le Drian (Défense) et #Fauvergue (Sécurité) est un atout pour #Macron.
#ChampsElysees",1,bénéficier expertise #villepin diplomatie drian défense et #fauvergue sécurité atout pour #macron #champselysees
62,850067652123009024,EM,"Asnières-sur-Seine, France",2017-04-06 19:28:16,"RT @TeamMacron2017: .@EmmanuelMacron @enmarchefr @enmarche .@EmmanuelMacron oui il faut fermer Fessenheim. La décision a été prise, il ne f…",1,rt @teammacron2017 @emmanuelmacron @enmarchefr @enmarche oui falloir fermer fessenheim décision prendre ne
63,818562062783627264,EM,Paris VI - NYC,2017-01-09 20:56:18,RT @enmarcheparis16: Avec qui gouvernerait Emmanuel #Macron? via @Lopinion_fr https://t.co/JAvOUoSOhN #EnMarche #Macron2017,1,rt @enmarcheparis16 avec gouverner emmanuel #macron via @lopinion_fr #enmarche #macron2017
64,858017914817052677,EM,,2017-04-28 17:59:46,#Macron Présidentielle : Mélenchon ne tranche pas entre vote Macron et vote blanc https://t.co/Xe9WuAn3HK https://t.co/AxKEOXpf6g,1,#macron présidentiel mélenchon ne tranche pas entrer vote macron et vote blanc
65,840095234163843072,EM,JETTE (1090),2017-03-10 07:01:26,"Pour la Gauche de Hamon et mélanchon, @emmanuelmacron est un vil candidat de la droite libérale. cc @avecmacron",1,pour gauche hamon et mélanchon @emmanuelmacron vil candidat droite libéral cc @avecmacron
66,850758469691084802,EM,"Levallois, Boulogne-sur-Mer",2017-04-08 17:13:20,"RT @enmarcheparis16: Pour remplacer Ciotti, une jeune avocate candidate #EnMarche dans les Alpes-Maritimes via @nice_matin https://t.co/pCK…",1,rt @enmarcheparis16 pour remplacer ciotti jeune avocat candidat #enmarche dans alpes-maritime via @nice_matin
67,823262539287031808,EM,Châteaubriant ,2017-01-22 20:14:19,.@FrancoisFillon et @benoithamon : les primaires font décidément émerger des personnages modérés et charismatiques.. #Ironie #EnMarche vite!,1,et primaire faire décidément émerger personnage modérer et charismatique #ironie #enmarche vite
68,839766679194337280,EM,U,2017-03-09 09:15:53,"RT @EtienneBaldit: Elkabbach à Jadot, le plus sérieusement du monde : ""Je sais pas comment vous faites pour avoir toujours ce ton péremptoi…",1,rt @etiennebaldit elkabbach jadot plus sérieusement monde savoir pas comment faire pour avoir toujours péremptoi
69,826703166100090880,EM,#Mulhouse,2017-02-01 08:06:08,"RT @bayrou: Je ne partage pas le projet de F. #Fillon qui depuis le début est déséquilibré, punitif pour ceux qui sont en bas de la pyramid…",1,rt @bayrou ne partager pas projet #fillon depuis début déséquilibré punitif pour en bas pyramid
70,854120188647800833,EM,"Lot, Midi-Pyrénées",2017-04-17 23:51:36,"RT @EmmanuelMacron: Tous les enfants, quel que soit leur quartier, pourront atteindre l'excellence par l'école de la République ! #MacronPr…",1,rt @emmanuelmacron tout enfant être quartier pouvoir atteindre excellence par école république #macronpr…
71,851043645293826049,EM,France,2017-04-09 12:06:31,RT @AmauryHoymans: Porte à porte géant organisé par les comités de Paris ce dimanche dans le 18ème pour #LaGrandeMarche #JeVoteMacron #Macr…,1,rt @amauryhoymans porte porte géant organiser par comité paris dimanche dans 18èm pour #lagrandemarche #jevotemacron #macr…
72,833810072883122176,EM,Paris,2017-02-20 22:46:27,RT @mounir: Macron a toujours défendu et sera toujours aux cotés des LGBTQI. Le rôle d'un Président : Décider et Rassembler. https://t.co/6…,1,rt @mounir macron toujours défendre et toujours coté lgbtqi rôle président décider et rassembler
73,858439996444954627,EM,,2017-04-29 21:56:58,"RT @flogazan: Nicolas Dupont-Aignan ça donne NDP. Mais son vrai prénom doit être François, Frédéric ou Fernand...",1,rt @flogazan nicolas dupont-aignan donne ndp mais vrai prénom devoir françois frédéric ou fernand
74,838740311044128768,EM,"Levallois-Perret, France",2017-03-06 13:17:27,Marche #Clichy - #Levallois ce samedi 11 Mars à 10h45. RDV : 8 Place Georges Pompidou. Inscrivez-vous ! ↪ https://t.co/GJ22czpifG #EnMarche,1,marche #clichy #levallois samedi 11 mars 10h45 rendez-vous 8 place georges pompidou inscrivez-vous #enmarche
75,841085418867183617,EM,,2017-03-13 00:36:05,Arrêtez avec Fillon ! La prochaine veste qu'il devrait se prendre c lors des prochaines élections ! Et gratuite celle là – amusé,1,arrêter avec fillon prochain veste devoir prendre lors prochain élection et gratuite là amuser
76,858697942865252352,EM,U,2017-04-30 15:01:58,"RT @le_Parisien: Présidentielle : Macron, un 1er Mai pour un second souffle ? https://t.co/MyhVDqTIqR",1,rt @le_parisien présidentielle macron premier mai pour second souffle
77,857469575696449536,EM,"Paris, France",2017-04-27 05:40:52,Quel libéral est Emmanuel Macron? Un libéral scandinave  https://t.co/bpDxhMGsug via @slatefr,1,quel libéral emmanuel macron libéral scandinave via @slatefr
78,823912285353771014,EM,France,2017-01-24 15:16:11,RT @PascTournier: #macron et Le premier ministre libanais hariri se sont échangés leurs numéros de portable à la fin de leur entrevue #enma…,1,rt @pasctournier #macron et premier ministre libanais hariri échanger numéro portable fin entrevue #enma…
79,844090941988392960,EM,#nantes #rennes ,2017-03-21 07:38:57,"@bleuloireocean @Johanna_Rolland incohérence dans vos propos, en soutenant @benoithamon qui est contre #nddl",1,@bleuloireocean @johanna_rolland incohérence dans propos en soutenir @benoithamon être contre #nddl
80,855120905944616965,EM,Pyrénées-Atlantiques,2017-04-20 18:08:06,"RT @GuillaumeDaret: #Macron: 24,5%
#LePen: 21%
#Fillon: 20%
#Mélenchon: 19%
#Hamon: 7,5%
#Dupont-Aignan: 4%
.@harrisint_fr  @LCP https://t.…",1,rt @guillaumedaret #macron 24 % #lepen 21 % #fillon 20 % #mélenchon 19 % #hamon % #dupont-aignan 4 % @lcp
81,852110051477254145,EM,Paris,2017-04-12 10:44:02,"Contre les ""indignations d'estrade"" seul #Macron2017 rend le pouvoir au peuple en l'associant à son projet https://t.co/e9LRJ9M9vH",1,contre indignation estrade seul #macron2017 rendre pouvoir peuple en associer projet
82,860192141879934977,EM,"Paris, France",2017-05-04 17:59:22,RT @TeamMacron2017: Évidemment cette info est fausse https://t.co/4TaY8UloHO,1,rt @teammacron2017 évidemment info faux
83,844840352372613120,EM,Paris 12,2017-03-23 09:16:51,RT @lemondefr: En direct | Le ministre de la défense Jean-Yves Le Drian annonce son soutien à Emmanuel Macron https://t.co/KpZ301hCqR https…,1,rt @lemondefr en direct ministre défense jean-yves drian annoncer soutien emmanuel macron
84,827232912370257920,EM,"Dijon, France",2017-02-02 19:11:10,en manque d'air ou quoi ce #FillonDemission #FillonDegage  pour gagner seule la préparation compte #Fillon malhonnê… https://t.co/id49hh5FFf,1,en manque air ou #fillondemission #fillondegage pour gagner seul préparation compte #fillon malhonnê
85,829725081102331905,EM,Paris,2017-02-09 16:14:09,"RT @eric_fallourd: Et maintenant, l'enfumage procédural. La défense #Fillon s'enfonce. Pourquoi a-t-il demandé à être entendu s'il juge l'e…",1,rt @eric_fallourd et maintenant enfumage procédural défense #fillon enfoncer pourquoi demander entendre se juger
86,822888381185216512,EM,Nord / Pas de Calais,2017-01-21 19:27:33,RT @enmarcheparis16: #revolutionenmarche avec @enmarcheparis16 Place de Clichy ce samedi #EnMarche avec #Macron https://t.co/Dp0NF6IgNq,1,rt @enmarcheparis16 #revolutionenmarche avec @enmarcheparis16 placer clichy samedi #enmarche avec #macron
87,844781000395673600,EM,Creuse,2017-03-23 05:21:00,"@mlanchou A mon sens les imposteurs sont Le Pen , Mélenchon et Hamon.🚶",1,@mlanchou sens imposteur pen mélenchon et hamon
88,849881095634026496,EM,,2017-04-06 07:06:57,"RT @Daarjeeling: Si Anna Cabana est aussi ""objective"" pour défendre #Fillon et ses affaires, c'est que son mari a lui aussi été condamné po…",1,rt @daarjeeling si anna cabana aussi objectif pour défendre #fillon et affaire être mari aussi condamner po
89,853395773974863873,EM,"Paris, Rennes",2017-04-15 23:53:02,"RT @TeamMacron2017: ""Dès le 23 avril, nous voterons @EmmanuelMacron "": appel à nos amis de la droite et du centre https://t.co/mVZopJiVtO c…",1,rt @teammacron2017 dès 23 avril voter @emmanuelmacron appel ami droite et centre
90,855895658523496448,EM,France,2017-04-22 21:26:41,"Demain les amis faut VOTER ! Votez pour qui vous voulez ça ne concerne que vous, mais VOTEZ ! #Presidentielle2017",1,demain ami falloir voter votez pour vouloir ne concerner mais voter #presidentielle2017
91,839782323734343681,EM,"Yonne, Bourgogne",2017-03-09 10:18:03,"RT @ClichyEnMarche: Présidentielle : #EmmanuelMacron passe devant #MLP
https://t.co/FcN5e297Jc via @Le_Figaro",1,rt @clichyenmarche présidentielle #emmanuelmacron passer devant #mlp via @le_figaro
92,853349783095869440,EM, Babord sans bobard de Droite ,2017-04-15 20:50:17,RT @jfkbismuth: Ça va être sympa un meeting Fillon ou serait present @alainjuppe pour découvrir l entrée de sens commun dans gvt #Fillon201…,1,rt @jfkbismuth aller sympa meeting fillon ou present @alainjuppe pour découvrir entrée sens commun dans gvt #fillon201…
93,839193574327607299,EM,,2017-03-07 19:18:34,"@adia66 oui mais 1 don doit être déclaré. l'Etat récupère 66% (sauf pour les asso) ... Fillon aime dilapider nos impôts, pas en payer",1,@adia66 oui mais 1 don devoir déclarer etat récupérer 66 % sauf pour asso fillon aimer dilapider impôt pas payer
94,842992097473019904,EM,France,2017-03-18 06:52:32,"RT @leLab_E1: Robert Bourgi, figure de la ""Françafrique"", confirme avoir offert 13.000€ de costumes à Fillon : ""C'était un cadeau"" https://…",1,rt @lelab_e1 robert bourgi figure françafrique confirmer offrir 13 000 costume fillon cadeau
95,850092828730560514,EM,"Paris, France",2017-04-06 21:08:18,#LEmissionPolitique Honteux que M. Retailleau parle ainsi quand on entend parler F. Fillon,1,#lemissionpolitique honteux monsieur retailleau parler ainsi quand entendre parler fillon
96,844822924376748032,EM,"iphone:48.841208,2.321298",2017-03-23 08:07:35,"RT @Europe1: VIDEO - Pour le premier débat, Emmanuel Macron a joué la gestion du risque https://t.co/SWnDXp6Pye",1,rt @europe1 video pour premier débat emmanuel macron jouer gestion risque
