tweet_id,party,user_location,created_at,text
851548735922462722,EM,,2017-04-10 21:33:34,"RT @jeromegodefroy: Dans le camp de @FrancoisFillon, tôt ou tard,  on reconnaît ses mensonges. C'est une question de temps. https://t.co/yo…"
835264029165764608,EM,"Meslay-le-Vidame, France",2017-02-24 23:03:57,"RT @GuillaumeDaret: #Macron / #Merkel: Le rendez-vous, pas encore fixé, devrait avoir lieu au courant du mois de mars selon un pp du gouver…"
847083617046216704,EM,"England, United Kingdom",2017-03-29 13:50:47,"RT @MargoPch: Quand l'opportunisme n'est l'apanage d'aucuns, le renouvellement lui a un nom : #EnMarche https://t.co/CcQcCavAA2"
835786240926572545,EM,Marseille,2017-02-26 09:39:02,RT @STR_Trp: L'appel des Radicaux de gauche pour soutenir Emmanuel Macron https://t.co/DJVVcl6pbC
834539376105418752,EM,"Paris, France",2017-02-22 23:04:26,RT @sumac_h: Le texte du communiqué de Macron qui accepte l'alliance avec Bayrou https://t.co/RCz52TQ8j7
820375686292668416,EM,France,2017-01-14 21:03:00,RT @XLRbyXLR: #LOL amis fillonistes perdez pas vos énergies #rejoignez @EmmanuelMacron @enmarchefr @UDI_EnMarche @MoDem @LadroiteavecEM #Fr…
862685775950958592,EM,Seine et Marne (France),2017-05-11 15:08:11,"RT @AntoineDen: En #LoireAtlantique, deux députés socialistes sortants investis par #EnMarche : Yves Daniel et @SophieErrante ainsi que @Fd…"
824235760823992320,EM,,2017-01-25 12:41:33,RT @ellensalvi: Un puit sans fond. #PenelopeFillon #PenelopeGate #Fillon https://t.co/d7vC8yxqjz
859043744192057344,EM,,2017-05-01 13:56:03,"@LeviatorARaison La soumission des electeurs extreme gauche de JLM , inutile ce parti ,"
854960682349056000,EM,Agora,2017-04-20 07:31:25,"RT @Guillaume_Alv: Sondage @harrisint_fr: Macron reprend de l'avance.

EM 25% (+1 vs. semaine dernière)
MLP 22% (=)
FF 19% (-1)
JLM 19% (=)…"
848163118702264320,EM,"England, United Kingdom",2017-04-01 13:20:20,"RT @JeunesMacron: ""Dans les prochaines semaines nous annoncerons les premiers candidats #EnMarche aux #Legislatives2017"" @EmmanuelMacron #M…"
844616055385460737,EM,"Levallois-Perret, France",2017-03-22 18:25:34,"RT @enmarcheparis16: Dominique Perben : «#Macron , un vrai programme pour la #justice» https://t.co/AvOazPLZLa @enmarche_HFDEM @RomainDupey…"
836170964639559680,EM,MOURENS,2017-02-27 11:07:47,RT @Apostiller1: En intégrant dans son équipe de campagne @christianpaul58 et @mnlienemann #Hamon envoie un signe fort aux #FH2017 😅😅 ok #E…
852560572856111105,EM,France & World,2017-04-13 16:34:15,"RT @JeunesMacron: Le renouvellement politique : certains en parlent, d'autres le mettent #EnMarche
Les propositions d'@EmmanuelMacron https…"
823543887373500416,EM,Nice-Paris,2017-01-23 14:52:18,RT @Daarjeeling: Les frondeurs désemparés qui reprochent à Hollande de mépriser la primaire qu'ils avaient voulu juste pour le dézinguer :…
851092506318188545,EM,Paris 5e Arrondissement,2017-04-09 15:20:40,"RT @JadeJoPS: ""Fillon a validé &amp; accompagné le conflit Libyen qui a été une erreur &amp; a supprimé 54.000 postes dans la défense"" #DIMPOL #JeV…"
847117069434916864,EM,"Paris, France",2017-03-29 16:03:42,"Pour Bayrou, Macron aura une majorité https://t.co/SwmCItrLUU via @Le_Figaro"
855051209555791873,EM,"Ain, Rhône-Alpes",2017-04-20 13:31:09,L'étrange justification des rétrocessions de Marie Fillon à son père https://t.co/ToEn0dvORH
855182921442918401,EM,France,2017-04-20 22:14:31,"Bénéficier de l'expertise de #Villepin (Diplomatie), Le Drian (Défense) et #Fauvergue (Sécurité) est un atout pour #Macron.
#ChampsElysees"
850067652123009024,EM,"Asnières-sur-Seine, France",2017-04-06 19:28:16,"RT @TeamMacron2017: .@EmmanuelMacron @enmarchefr @enmarche .@EmmanuelMacron oui il faut fermer Fessenheim. La décision a été prise, il ne f…"
818562062783627264,EM,Paris VI - NYC,2017-01-09 20:56:18,RT @enmarcheparis16: Avec qui gouvernerait Emmanuel #Macron? via @Lopinion_fr https://t.co/JAvOUoSOhN #EnMarche #Macron2017
858017914817052677,EM,,2017-04-28 17:59:46,#Macron Présidentielle : Mélenchon ne tranche pas entre vote Macron et vote blanc https://t.co/Xe9WuAn3HK https://t.co/AxKEOXpf6g
840095234163843072,EM,JETTE (1090),2017-03-10 07:01:26,"Pour la Gauche de Hamon et mélanchon, @emmanuelmacron est un vil candidat de la droite libérale. cc @avecmacron"
850758469691084802,EM,"Levallois, Boulogne-sur-Mer",2017-04-08 17:13:20,"RT @enmarcheparis16: Pour remplacer Ciotti, une jeune avocate candidate #EnMarche dans les Alpes-Maritimes via @nice_matin https://t.co/pCK…"
823262539287031808,EM,Châteaubriant ,2017-01-22 20:14:19,.@FrancoisFillon et @benoithamon : les primaires font décidément émerger des personnages modérés et charismatiques.. #Ironie #EnMarche vite!
839766679194337280,EM,U,2017-03-09 09:15:53,"RT @EtienneBaldit: Elkabbach à Jadot, le plus sérieusement du monde : ""Je sais pas comment vous faites pour avoir toujours ce ton péremptoi…"
826703166100090880,EM,#Mulhouse,2017-02-01 08:06:08,"RT @bayrou: Je ne partage pas le projet de F. #Fillon qui depuis le début est déséquilibré, punitif pour ceux qui sont en bas de la pyramid…"
854120188647800833,EM,"Lot, Midi-Pyrénées",2017-04-17 23:51:36,"RT @EmmanuelMacron: Tous les enfants, quel que soit leur quartier, pourront atteindre l'excellence par l'école de la République ! #MacronPr…"
851043645293826049,EM,France,2017-04-09 12:06:31,RT @AmauryHoymans: Porte à porte géant organisé par les comités de Paris ce dimanche dans le 18ème pour #LaGrandeMarche #JeVoteMacron #Macr…
833810072883122176,EM,Paris,2017-02-20 22:46:27,RT @mounir: Macron a toujours défendu et sera toujours aux cotés des LGBTQI. Le rôle d'un Président : Décider et Rassembler. https://t.co/6…
858439996444954627,EM,,2017-04-29 21:56:58,"RT @flogazan: Nicolas Dupont-Aignan ça donne NDP. Mais son vrai prénom doit être François, Frédéric ou Fernand..."
838740311044128768,EM,"Levallois-Perret, France",2017-03-06 13:17:27,Marche #Clichy - #Levallois ce samedi 11 Mars à 10h45. RDV : 8 Place Georges Pompidou. Inscrivez-vous ! ↪ https://t.co/GJ22czpifG #EnMarche
841085418867183617,EM,,2017-03-13 00:36:05,Arrêtez avec Fillon ! La prochaine veste qu'il devrait se prendre c lors des prochaines élections ! Et gratuite celle là – amusé
858697942865252352,EM,U,2017-04-30 15:01:58,"RT @le_Parisien: Présidentielle : Macron, un 1er Mai pour un second souffle ? https://t.co/MyhVDqTIqR"
857469575696449536,EM,"Paris, France",2017-04-27 05:40:52,Quel libéral est Emmanuel Macron? Un libéral scandinave  https://t.co/bpDxhMGsug via @slatefr
823912285353771014,EM,France,2017-01-24 15:16:11,RT @PascTournier: #macron et Le premier ministre libanais hariri se sont échangés leurs numéros de portable à la fin de leur entrevue #enma…
844090941988392960,EM,#nantes #rennes ,2017-03-21 07:38:57,"@bleuloireocean @Johanna_Rolland incohérence dans vos propos, en soutenant @benoithamon qui est contre #nddl"
855120905944616965,EM,Pyrénées-Atlantiques,2017-04-20 18:08:06,"RT @GuillaumeDaret: #Macron: 24,5%
#LePen: 21%
#Fillon: 20%
#Mélenchon: 19%
#Hamon: 7,5%
#Dupont-Aignan: 4%
.@harrisint_fr  @LCP https://t.…"
852110051477254145,EM,Paris,2017-04-12 10:44:02,"Contre les ""indignations d'estrade"" seul #Macron2017 rend le pouvoir au peuple en l'associant à son projet https://t.co/e9LRJ9M9vH"
860192141879934977,EM,"Paris, France",2017-05-04 17:59:22,RT @TeamMacron2017: Évidemment cette info est fausse https://t.co/4TaY8UloHO
844840352372613120,EM,Paris 12,2017-03-23 09:16:51,RT @lemondefr: En direct | Le ministre de la défense Jean-Yves Le Drian annonce son soutien à Emmanuel Macron https://t.co/KpZ301hCqR https…
827232912370257920,EM,"Dijon, France",2017-02-02 19:11:10,en manque d'air ou quoi ce #FillonDemission #FillonDegage  pour gagner seule la préparation compte #Fillon malhonnê… https://t.co/id49hh5FFf
829725081102331905,EM,Paris,2017-02-09 16:14:09,"RT @eric_fallourd: Et maintenant, l'enfumage procédural. La défense #Fillon s'enfonce. Pourquoi a-t-il demandé à être entendu s'il juge l'e…"
822888381185216512,EM,Nord / Pas de Calais,2017-01-21 19:27:33,RT @enmarcheparis16: #revolutionenmarche avec @enmarcheparis16 Place de Clichy ce samedi #EnMarche avec #Macron https://t.co/Dp0NF6IgNq
844781000395673600,EM,Creuse,2017-03-23 05:21:00,"@mlanchou A mon sens les imposteurs sont Le Pen , Mélenchon et Hamon.🚶"
849881095634026496,EM,,2017-04-06 07:06:57,"RT @Daarjeeling: Si Anna Cabana est aussi ""objective"" pour défendre #Fillon et ses affaires, c'est que son mari a lui aussi été condamné po…"
853395773974863873,EM,"Paris, Rennes",2017-04-15 23:53:02,"RT @TeamMacron2017: ""Dès le 23 avril, nous voterons @EmmanuelMacron "": appel à nos amis de la droite et du centre https://t.co/mVZopJiVtO c…"
855895658523496448,EM,France,2017-04-22 21:26:41,"Demain les amis faut VOTER ! Votez pour qui vous voulez ça ne concerne que vous, mais VOTEZ ! #Presidentielle2017"
839782323734343681,EM,"Yonne, Bourgogne",2017-03-09 10:18:03,"RT @ClichyEnMarche: Présidentielle : #EmmanuelMacron passe devant #MLP
https://t.co/FcN5e297Jc via @Le_Figaro"
853349783095869440,EM, Babord sans bobard de Droite ,2017-04-15 20:50:17,RT @jfkbismuth: Ça va être sympa un meeting Fillon ou serait present @alainjuppe pour découvrir l entrée de sens commun dans gvt #Fillon201…
839193574327607299,EM,,2017-03-07 19:18:34,"@adia66 oui mais 1 don doit être déclaré. l'Etat récupère 66% (sauf pour les asso) ... Fillon aime dilapider nos impôts, pas en payer"
842992097473019904,EM,France,2017-03-18 06:52:32,"RT @leLab_E1: Robert Bourgi, figure de la ""Françafrique"", confirme avoir offert 13.000€ de costumes à Fillon : ""C'était un cadeau"" https://…"
850092828730560514,EM,"Paris, France",2017-04-06 21:08:18,#LEmissionPolitique Honteux que M. Retailleau parle ainsi quand on entend parler F. Fillon
844822924376748032,EM,"iphone:48.841208,2.321298",2017-03-23 08:07:35,"RT @Europe1: VIDEO - Pour le premier débat, Emmanuel Macron a joué la gestion du risque https://t.co/SWnDXp6Pye"
853914907162574848,EM,Pyrénées-Atlantiques,2017-04-17 10:15:53,Sprint final avant le 1er tour pour les comités locaux #EnMarche du #paybasque et du #Bearn  #JeVoteMacron… https://t.co/8TFlhuLIMl
853137570255052800,EM,"Ile-de-France, France",2017-04-15 06:47:01,RT @lautard65: Jean-François Copé estime mériter un ministère si François Fillon gagne l’élection présidentielle https://t.co/WMtBvNuMLb vi…
856136548378697728,EM,,2017-04-23 13:23:54,RT @soazigdlm: J-2 // Week in pictures with @EmmanuelMacron ©Soazig de la Moissonnière //  #Embedded #PhotographeOfficielle #Presidentielle…
847367086867234817,EM,"Paris, France",2017-03-30 08:37:11,RT @TeamMacron2017: Le projet d'Emmanuel Macron fait sens et rassemble. En Marche ! https://t.co/klXJGZLe9j https://t.co/AxDTeKok8W
847162911730651138,EM,Médoc Estuaire et Châteaux ,2017-03-29 19:05:52,RT @lobs: Penelope Fillon mise en examen pour recel de détournement de fonds publics et recel d'escroquerie aggravée.
838498195730804736,EM,France,2017-03-05 21:15:23,RT @renaudpila: Fillon semble parvenir ce soir à repousser pour la 2e fois une offensive contre sa candidature. Les sarkozystes bloquent Ju…
840880783820767233,EM,"Gironde, Aquitaine",2017-03-12 11:02:56,"RT @enmarchefr: ""@EmmanuelMacron attire des gens qui se disent qu'il y a l'opportunité de construire quelque chose de nouveau."" https://t.c…"
852946342116765697,EM,France,2017-04-14 18:07:09,Les références et inspirations de #Melenchon #JLM2017 danger comme #lepen sur notre démocratie #Presidentielle2017… https://t.co/lXBcpiZXpj
859707990496161793,EM,"Ile-de-France, France",2017-05-03 09:55:32,RT @MarleneSchiappa: Hier sur @france24 pour défendre le programme d' @EmmanuelMacron pour les droits des femmes =&gt; https://t.co/VvA1pS2rDI…
844108621902479361,EM,"Asnières-sur-Seine, France",2017-03-21 08:49:12,#Melenchon a été un bon tribun mais son programme repose sur des bonnes intentions honorables mais non réalisables   https://t.co/Ho7K7XQ4qN
828572624250871808,EM,,2017-02-06 11:54:42,"#macron à 23 % sondage rolling les Echos
https://t.co/ZZmcOVOpBz"
848136382711312384,EM,Paris 15ème,2017-04-01 11:34:05,RT @EnMarcheParis13: MOBILISATION GÉNÉRALE : il nous reste 3 semaines pour faire gagner la France #EnMarche ! https://t.co/O5UbV5ZnLx
848943221350817793,EM,France,2017-04-03 17:00:11,RT @fabricepelosi: Prestation catastrophique de François Fillon ce matin chez @JJBourdin_RMC https://t.co/j7OyIHu1Y2
814574414180323331,EM,France & World,2016-12-29 20:50:49,"RT @Entreprendre: 2017, l'année #Macron ? https://t.co/eFJCu6esje https://t.co/kpPUxUkzS5"
832893304043868160,EM,,2017-02-18 10:03:32,RT @EnMarcheParis20: #Macron ose dénoncer les dérives dans le comportement de certains policiers pour mieux réconcilier les Français avec l…
854047650668216320,EM,"Neuilly-sur-Seine, France",2017-04-17 19:03:22,"RT @NTenzer: Je reposte mon article du 12 mars
Ma lettre ouverte de soutien à @EmmanuelMacron 
4 valeurs absolues
La #Francedigne
https://t…"
847409543302623233,EM,France,2017-03-30 11:25:53,"RT @MichelUrvoy: Congrès de la #FNSEA. Macron, habile équilibriste devant les agriculteurs @ouestfrance https://t.co/t12MHHweZz https://t.c…"
825979069938429956,EM,"Montpellier, France",2017-01-30 08:08:50,"RT @JJBourdin_RMC: ""À #EnMarche, nous avions choisi de ne pas aller aux primaires car c'est la pire des solutions"" @RichardFerrand #Bourdin…"
853934490594553856,EM,"Saint-Brieuc, France",2017-04-17 11:33:42,RT @EnMarche22: En route pour Bercy et #EnMarche 🇫🇷👍merci @JeunesMacron22 pour la photo ! https://t.co/ubUBpJrGrU
848152801888829442,EM,ISS,2017-04-01 12:39:20,"La France 🇫🇷 avec @EmmanuelMacron.

Votez #Macron #EnMarche 🇫🇷🇪🇺

#MacronMarseille https://t.co/YIJP8GoZqX"
852995430623453184,EM,"Montpellier, France",2017-04-14 21:22:13,"RT @Fliwix: Soutenir E. Macron c'est maintenant ou jamais, quand on se retrouvera avec un Mélenchon-Le Pen au second tour, il sera trop tar…"
849962383015636992,EM,"Montpellier, France",2017-04-06 12:29:58,"Ce soir, je soutiens Emmanuel Macron pour #LEmissionPolitique ! #JeVoteMacron https://t.co/7XF6iLN2cs via @enmarchefr"
818453312685166592,EM,France,2017-01-09 13:44:10,"RT @TeamMacron2017: 🚨Devenez e-militant pour soutenir @EmmanuelMacron, rejoignez la Team Macron ➡️ https://t.co/RzN0ottXIh 💪 https://t.co/5…"
851511181030371328,EM,Ghent and Brussels,2017-04-10 19:04:20,"RT @JeunesMacronUK: .@axelletess ""#Fillon n'est pas l'homme de 2017"" @axelletess"
846603070997966848,EM,Provence-Alpes-Côte d'Azur,2017-03-28 06:01:15,"RT @JadeJoPS: [ARCHIVES]
Quand Fillon était opposé/scandalisé par la loi de moralisation que proposait le gouvernement #FillonGate https://…"
838301863296581632,EM,"Bourg-en-Bresse, France",2017-03-05 08:15:13,"RT @leJDD: Patrick Kanner : ""Je n'exclus pas de voter Macron"" https://t.co/r3LqYKlNCY https://t.co/FFT6rkoTvn"
827260956107419649,EM,Lyon,2017-02-02 21:02:36,RT @Thybalt_CRD: Le château des Fillon sera ouvert au public pour les journées du patrimoine ? Vu qu'il a été payé avec de l'argent public.…
849149255340232704,EM,Creuse,2017-04-04 06:38:53,RT @BirgitLlinares: Fillon est un mensonge ambulant !!! https://t.co/OFtL9J4rKv
847839758176931847,EM,,2017-03-31 15:55:25,RT @Landdry_: Que chaque twittos qui tombe sur l'affiche de campagne de #Fillon fasse la correction qui s'impose. https://t.co/DZmG41UdnB
850292172360429568,EM,,2017-04-07 10:20:26,"#Macron Macron souhaite une ""action coordonnée"" contre Al-Assad, ""ennemi du peuple syrien"" https://t.co/eLODkgpbn4 https://t.co/NX8Zd9ORZC"
848149489345015809,EM,"Paris, France",2017-04-01 12:26:10,"RT @Leo_paris15: enmarchefr: ""Macron va gagner grâce à vous !"" CCastaner #MacronMarseille https://t.co/qOwbPfLnNI"
819301761689260032,EM,Lille [Crx],2017-01-11 21:55:36,@Valentineecaron @helene_ndk Viens au meeting de Macron samedi
840541344879779840,EM,,2017-03-11 12:34:07,"#EnMarche Les Républicains s'excusent suite à une caricature jugée ""antisémite"" de Macron https://t.co/oUYI2DfOFw https://t.co/QkFJVRtGQ6"
858932057606672384,EM,Lille,2017-05-01 06:32:15,"RT @BFMTV: VIDEO - Macron: ""Marine Le Pen est une héritière du système, moi je suis l'émergence"" https://t.co/8NrkzT2qS7 https://t.co/OmXgA…"
840520689257988096,EM,,2017-03-11 11:12:03,"RT @ParisienLiberal: Sinon, le CM @lesRepublicains, il est au courant du plan de profiter du #Brexit et faire de #Paris la nouvelle City de…"
829459166922170376,EM,,2017-02-08 22:37:30,"RT @ElieSl: Je viens de voir Florian #Philippot se faire défoncer sur @BFMTV par @BGriveaux, un porte-parole de #enmarche. C’était gouleyant"
858807182653095937,EM,France,2017-04-30 22:16:02,@JLMelenchon Ce n'est pas Macron qui fait courir un risque au pays mais votre silence. Vous évoquez votre responsab… https://t.co/Bttq4tCxaF
848249391618174977,EM,"Marseille, France",2017-04-01 19:03:09,"RT @JBLemoyne: Cher @FrancoisFillon, c'est une très belle idée d'@EmmanuelMacron ! 4 semaines de classes EOR m'ont formé pour la vie ! #Coh…"
840531752317784064,EM,,2017-03-11 11:56:00,RT @EnMarche5e: Venez nous rencontrer et vous informer sur le programme d'Emmanuel #Macron dimanche 12 Mars au marché de Monge #EnMarche ht…
848096100678586368,EM,"Paris, France",2017-04-01 08:54:01,@glucuronolact @EnMarcheBrest @YoyoLeNantais44 @enmarchefr @STR_Trp @itsmyPresident @JeunesMacron @TeamMacron2017… https://t.co/qieokkhsJ8
829324620293619712,EM,,2017-02-08 13:42:52,RT @jpmignard: #Fillon La mise en cause systématique de la justice est un coup d'Etat permanent
829237065913102336,EM,Toulouse,2017-02-08 07:54:57,RT @LaTribune: #Presidentielle2017 : Fillon plonge dans l'opinion https://t.co/990fYWovTC par @MathiasThepot
810453732395745281,EM,Toulouse,2016-12-18 11:56:41,RT @bayrou: Ma crainte sur le programme économique de François #Fillon est qu'il soit récessif. #BFMPolitique
819516690912464896,EM,paris,2017-01-12 12:09:39,RT @PatrickGilliers: RT @limportant_fr: La petite musique d'un rapprochement Bayrou-Macron: de plus en plus audible https://t.co/2H48If87cw
840224796826861568,EM,RP,2017-03-10 15:36:16,"RT @BFMTV: Emmanuel Macron reçu jeudi prochain par Angela Merkel
https://t.co/xyoxyn3VFd https://t.co/CblfSkLxqA"
852847064270741505,EM,"Saint-Cloud, France",2017-04-14 11:32:39,Imaginez un seul instant qu'un autre favori ait eu à répondre du 1/3 des accusations contre Fillon. Imaginez les bruits des aboyeurs LR.
859391793133178880,EM,"Yonne, Bourgogne",2017-05-02 12:59:04,RT @NathanDS89: Entre @JeunesMacron  au #MeetingMacron d'@EmmanuelMacron a #LaVillette #macron2017 #JeVoteMacron https://t.co/yv9t1xrzTO
