	tweet_id	party	user_location	created_at	text	party_dummy	preprocessed_text		
12	8,22031981743637E+017	EM	Région Paris	2017-01-19 10:44:31	"Présidentielle : Ayrault ne soutiendra pas forcément le vainqueur de la primaire à gauche.

Terrible.

 https://t.co/VRNhHsTaYq"	1	présidentielle ayrault ne soutenir pas forcément vainqueur primaire gauche terrible		
13	8,34810836761924E+017	EM	RP	2017-02-23 17:03:08	@lesRepublicains Vous pouvez rire Mais Mr Propre a Bien déçu🤔Dommage car il aurait probablement gagné.Ce n'est pas encore perdu😰 #cdanslair	1	@lesrepublicains pouvoir rir mais mr propre bien déçu dommage car probablement gagner ne pas encore perdre #cdanslair		
14	8,4646998834509E+017	EM	Ile-de-France, France	2017-03-27 21:12:26	"RT @CCastaner: ""Si @benoithamon est élu, sur son projet politique, alors je serais dans l'opposition."" @BFMTV #GrandAngle https://t.co/WsOo…"	1	rt @ccastaner si élire sur projet politique alors être dans opposition @bfmtv #grandangle		
15	8,33007487632757E+017	EM	Paris	2017-02-18 17:37:16	RT @87saintyrieix: 51% de Français d'accord avec Emmanuel Macron pour dire que la colonisation est un crime... https://t.co/Gf2hLQSVPM #SON…	1	rt @87saintyrieix 51 % français accord avec emmanuel macron pour dire colonisation crime <UNK>		
16	8,60120283872719E+017	EM	bretagne	2017-05-04 13:13:50	"RT @BFMTV: VIDEO - ""Je soutiens Emmanuel Macron"" Barack #Obama s’engage dans la présidentielle https://t.co/uczYUyVm4q via @BFMTV https://t…"	1	rt @bfmtv video soutenir emmanuel macron barack #obama engager dans présidentielle via @bfmtv		
17	8,55418644649701E+017	EM		2017-04-21 13:51:12	@MarcheurAthee @kikkinno @chriscassard9 @AChenopi @EmmanuelMacron @Saou_Mohamed Toi qui était #EnMarche 95 tu connais Victoire Malki ?	1	<UNK> <UNK> @chriscassard9 <UNK> @emmanuelmacron <UNK> #enmarche 95 connaître victoire <UNK>		
18	8,40277744567144E+017	EM	Pas-de-Calais, Nord-Pas-de-Cal	2017-03-10 19:06:40	"RT @CCastaner: ""Prenons le meilleur de ce qui est de droite et le meilleur de gauche et faisons avancer notre pays."" @alpes_1 #TeamMacron"	1	rt @ccastaner prendre meilleur être droite et meilleur gauche et faire avancer pays <UNK> #teammacron		
19	8,37662413822521E+017	EM		2017-03-03 13:54:17	"RT @jfkbismuth: 🔴#Macron2017
Retraites : #Macron veut en finir avec les ""inégalités entre fonctionnaires et salariés du privé"" 
https://t.c…"	1	rt @jfkbismuth #macron2017 retraite #macron vouloir finir avec inégalité entrer fonctionnaire et salarié privé		
20	8,38042512187142E+017	EM	France	2017-03-04 15:04:39	RT @EnMarcheParis11: Les marcheurs présentent le #programmeEM au marché de Charonne. Les idées d'@EmmanuelMacron enthousiasment les #parisi…	1	rt @enmarcheparis11 marcheur présenter #programmeem marché <UNK> idée <UNK> <UNK>		
21	8,35090949411856E+017	EM	France	2017-02-24 11:36:12	RT @EchosPolitique: SONDAGE #presitrack #LePen tjs en tête à 26%, Macron en ↗️ à 23% (+1), #Fillon stable à 20% -&gt; https://t.co/RgqIuAF6vj…	1	rt @echospolitique sondage #presitrack #lepen <UNK> en tête 26 % macron en 23 % 1 #fillon stable 20 % gt		
22	8,48595387808199E+017	EM	Breizh pointe du Raz	2017-04-02 17:58:01	RT @JYLT: #Macron et la #Bretagne... et ben rien, le vide , des banalités , du blablabla... https://t.co/8u71OLSedZ	1	rt <UNK> #macron et #bretagne et ben vide banalité blablabla		
23	8,52073250683331E+017	EM		2017-04-12 08:17:48	RT @mhserve: Le ministre allemand des Finances soutient Macron face à Fillon  https://t.co/0ZaXWczRwU via @Le_Figaro	1	rt <UNK> ministre allemand finance soutenir macron face fillon via @le_figaro		
24	8,23886249903718E+017	EM	Paris, France	2017-01-24 13:32:43	Quelle réforme pour la formation continue ? #Macron https://t.co/TORkWEgIW6	1	quell réforme pour formation continuer #macron		
25	8,51697434757657E+017	EM		2017-04-11 07:24:26	"RT @ManuBresset: Rupture ?
""Pas un regard, pas un geste envers Penelope Fillon"" #CàVous https://t.co/XdwCJ83Y7N"	1	rt <UNK> rupture per regard pas geste envers penelope fillon #càvous		
26	8,2491788125943E+017	EM	là où l'on ne m'attend pas 	2017-01-27 09:52:03	RT @FC_actu: Culture : @EmmanuelMacron veut notamment créer un pass de 500 euros pour tous les jeunes de 18 ans. https://t.co/wVFDLLoOsJ	1	rt <UNK> culture @emmanuelmacron vouloir notamment créer pass 500 pour tout jeune 18 an		
27	8,5313413070755E+017	EM	Uzès, France	2017-04-15 06:33:21	RT @EMacron_2017: #Melenchon est dangereux pour le pays, tout comme #LePen, #Fillon aussi et n'est pas intègre ! Pas le choix : #JeVoteMacr…	1	rt @emacron_2017 #melenchon dangereux pour pays tout comme #lepen #fillon aussi et ne pas intégrer pas choix #jevotemacr…		
28	8,24688687766184E+017	EM		2017-01-26 18:41:19	"RT @GetchTchern: Déplacement d' Emmanuel Macron au Proche-Orient #Liban #Hariri #Beyrouth #Jordanie #Syrie #EnMarche
https://t.co/7Fx8f40H7u"	1	rt @getchtchern déplacement emmanuel macron <UNK> #liban <UNK> #beyrouth <UNK> #syrie #enmarche		
29	8,60577529366753E+017	EM		2017-05-05 19:30:46	RT @LenaBred: #Macron défend les ordonnances. Mais s'engage à accepter un plus grand contrôle du parlement, aujourd'hui très faible. #Media…	1	rt <UNK> #macron défendre ordonnance mais engager accepter plus grand contrôle parlement aujourd hui très faible <UNK>		
30	8,26827407969632E+017	EM		2017-02-01 16:19:50	RT @RachidaElAzzz: #Fillon passera-t-il la semaine? Nouvelles révélations de @mediapart et nouveau salarié fantôme https://t.co/pUwlW0bijJ	1	rt <UNK> #fillon <UNK> semaine nouveau révélation @mediapart et nouveau salarié fantôme		
31	8,46764311347417E+017	EM		2017-03-28 16:41:58	"RT @JeunesMacron: ""Si possible, j'aimerai que mon Premier Ministre soit une femme"" @EmmanuelMacron #LaMajoritéEnMarche"	1	rt @jeunesmacron si possible aimer premier ministre femme @emmanuelmacron #lamajoritéenmarche		
32	8,28191614111719E+017	EM	Alpes-Maritimes	2017-02-05 10:40:42	"RT @Rouqui2: Macron à Lyon / Un souffle républicain convaincant et jusque là inédit.
GR https://t.co/Kk4WlF9JWN"	1	rt @rouqui2 macron lyon souffle républicain convaincant et <UNK> là gr		
33	8,4174279384438E+017	EM	paris	2017-03-14 20:08:15	"RT @democratesem: ""Une peine prononcée est une peine exécutée. Lesmesures pour la justice @EmmanuelMacron dans @laprovence #EnMarche https:…"	1	rt @democratesem peine prononcer peine exécuter <UNK> pour justice @emmanuelmacron dans @laprovence #enmarche		
34	8,38758380999168E+017	EM		2017-03-06 14:29:16	"RT @OPhilDelo: « Ecologistes, nous choisissons Emmanuel Macron ! » 
https://t.co/PwgARNHL62
#EnMarche"	1	rt @ophildelo ecologistes choisir emmanuel macron #enmarche		
35	8,5518638188213E+017	EM	bretagne	2017-04-20 22:28:16	RT @adia66: Balançant de fausses infos en direct voulant se prendre pour je ne sais qui #Fillon termine sa campagne comme il a commencé:dan…	1	rt @adia66 balancer faux info en direct vouloir prendre pour ne savoir qui #fillon terminer campagne comme commencer dan		
36	8,58419915891651E+017	EM	Val-de-Marne, Ile-de-France	2017-04-29 20:37:11	RT @BFMTV_Inside: Mercredi 3 mai : @EmmanuelMacron face à @MLP_officiel sur @BFMTV à 21h #DEBAT #Presidentielle2017 https://t.co/mUrZGQjLzs	1	rt @bfmtv_inside mercredi 3 mai face @mlp_officiel sur @bfmtv 21h <UNK> #presidentielle2017		
37	8,34017729246011E+017	EM	Ile-de-France, France	2017-02-21 12:31:36	@Fillededroite sois plus maline vote pour politique plus propre! Ton fillon va te demander des efforts, pendant que lui recupere le blé	1	<UNK> plus malin vote pour politique plus propre fillon aller demander effort pendant <UNK> <UNK>		
38	8,27082663626408E+017	EM	Creuse	2017-02-02 09:14:08	RT @mediapart: François Fillon : Un job caché à 200 000 euros, générateur de conflits d’intérêt https://t.co/ANcuHAwkbY https://t.co/pOKeS8…	1	rt @mediapart françois fillon job cacher <UNK> conflit intérêt		
39	8,41348309646266E+017	EM	Punxsutawney, Pennsylvania	2017-03-13 18:00:43	"@AnthoGonzalez56 Hamon sait très bien que le PS récoltera assez de ""petits"" dons pour financer sa campagne. Facile de donner des leçons!"	1	@anthogonzalez56 hamon savoir très bien ps récolter assez petit don pour financer campagne facile donner leçon		
40	8,57600616121737E+017	EM	Creuse	2017-04-27 14:21:34	"RT @BFMTV: Bruno Le Maire: ""Je voterai pour Emmanuel Macron"" https://t.co/1Zs8KslgP7"	1	rt @bfmtv bruno maire voter pour emmanuel macron		
41	8,21783500277879E+017	EM	Annecy, France	2017-01-18 18:17:09	"RT @axelletess: ""Pourquoi @EmmanuelMacron est le candidat de l'émancipation des femmes"" par @MarleneSchiappa https://t.co/3v904iFFCO"	1	rt @axelletess pourquoi @emmanuelmacron candidat émancipation femme par @marleneschiappa		
42	8,05867815085474E+017	EM	Paris, France	2016-12-05 20:13:54	En voyage au USA, Emmanuel Macron était aujourd'hui à l'Université de Columbia. Retrouvez son intervention ici ➡ https://t.co/yvCwGInJ6J	1	en voyage usa emmanuel macron aujourd hui université <UNK> retrouver intervention ici		
43	8,51548735922463E+017	EM		2017-04-10 21:33:34	RT @jeromegodefroy: Dans le camp de @FrancoisFillon, tôt ou tard,  on reconnaît ses mensonges. C'est une question de temps. https://t.co/yo…	1	rt @jeromegodefroy dans camp @francoisfillon tôt ou tard reconnaître mensonge question temps		
44	8,35264029165765E+017	EM	Meslay-le-Vidame, France	2017-02-24 23:03:57	RT @GuillaumeDaret: #Macron / #Merkel: Le rendez-vous, pas encore fixé, devrait avoir lieu au courant du mois de mars selon un pp du gouver…	1	rt @guillaumedaret #macron #merkel rendez-vous pas encore fixer devoir avoir lieu courant mois mars selon <UNK> <UNK>		
45	8,47083617046217E+017	EM	England, United Kingdom	2017-03-29 13:50:47	RT @MargoPch: Quand l'opportunisme n'est l'apanage d'aucuns, le renouvellement lui a un nom : #EnMarche https://t.co/CcQcCavAA2	1	rt @margopch quand opportunisme ne apanage renouvellement avoir nom #enmarche		
46	8,35786240926573E+017	EM	Marseille	2017-02-26 09:39:02	RT @STR_Trp: L'appel des Radicaux de gauche pour soutenir Emmanuel Macron https://t.co/DJVVcl6pbC	1	rt @str_trp appel radical gauche pour soutenir emmanuel macron		
47	8,34539376105419E+017	EM	Paris, France	2017-02-22 23:04:26	RT @sumac_h: Le texte du communiqué de Macron qui accepte l'alliance avec Bayrou https://t.co/RCz52TQ8j7	1	rt @sumac_h texte communiqué macron accepter alliance avec bayrou		
48	8,20375686292668E+017	EM	France	2017-01-14 21:03:00	RT @XLRbyXLR: #LOL amis fillonistes perdez pas vos énergies #rejoignez @EmmanuelMacron @enmarchefr @UDI_EnMarche @MoDem @LadroiteavecEM #Fr…	1	rt <UNK> <UNK> ami filloniste perdre pas énergie <UNK> @emmanuelmacron @enmarchefr <UNK> @modem @ladroiteavecem #fr…		
49	8,62685775950959E+017	EM	Seine et Marne (France)	2017-05-11 15:08:11	RT @AntoineDen: En #LoireAtlantique, deux députés socialistes sortants investis par #EnMarche : Yves Daniel et @SophieErrante ainsi que @Fd…	1	rt <UNK> en #loireatlantique deux député socialiste sortant investir par #enmarche yves daniel et <UNK> ainsi <UNK>		
50	8,24235760823992E+017	EM		2017-01-25 12:41:33	RT @ellensalvi: Un puit sans fond. #PenelopeFillon #PenelopeGate #Fillon https://t.co/d7vC8yxqjz	1	rt @ellensalvi <UNK> sans fond #penelopefillon #penelopegate #fillon		
51	8,59043744192057E+017	EM		2017-05-01 13:56:03	@LeviatorARaison La soumission des electeurs extreme gauche de JLM , inutile ce parti ,	1	@leviatoraraison soumission electeur extrem gauche jlm inutile parti		
52	8,54960682349056E+017	EM	Agora	2017-04-20 07:31:25	"RT @Guillaume_Alv: Sondage @harrisint_fr: Macron reprend de l'avance.

EM 25% (+1 vs. semaine dernière)
MLP 22% (=)
FF 19% (-1)
JLM 19% (=)…"	1	rt @guillaume_alv sondage @harrisint_fr macron reprendre avance em 25 % 1 vs semaine dernier mlp 22 % ff 19 % 1 jlm 19 %		
53	8,48163118702264E+017	EM	England, United Kingdom	2017-04-01 13:20:20	"RT @JeunesMacron: ""Dans les prochaines semaines nous annoncerons les premiers candidats #EnMarche aux #Legislatives2017"" @EmmanuelMacron #M…"	1	rt @jeunesmacron dans prochain semaine annoncer premier candidat #enmarche #legislatives2017 @emmanuelmacron #m…		
54	8,44616055385461E+017	EM	Levallois-Perret, France	2017-03-22 18:25:34	RT @enmarcheparis16: Dominique Perben : «#Macron , un vrai programme pour la #justice» https://t.co/AvOazPLZLa @enmarche_HFDEM @RomainDupey…	1	rt @enmarcheparis16 dominique perben #macron vrai programme pour <UNK> @enmarche_hfdem <UNK>		
55	8,3617096463956E+017	EM	MOURENS	2017-02-27 11:07:47	RT @Apostiller1: En intégrant dans son équipe de campagne @christianpaul58 et @mnlienemann #Hamon envoie un signe fort aux #FH2017 😅😅 ok #E…	1	rt @apostiller1 en intégrer dans équipe campagne <UNK> et <UNK> envoyer signe fort <UNK> ok #e…		
56	8,52560572856111E+017	EM	France & World	2017-04-13 16:34:15	"RT @JeunesMacron: Le renouvellement politique : certains en parlent, d'autres le mettent #EnMarche
Les propositions d'@EmmanuelMacron https…"	1	rt @jeunesmacron renouvellement politique parler autre mettre #enmarche proposition		
57	8,235438873735E+017	EM	Nice-Paris	2017-01-23 14:52:18	RT @Daarjeeling: Les frondeurs désemparés qui reprochent à Hollande de mépriser la primaire qu'ils avaient voulu juste pour le dézinguer :…	1	rt @daarjeeling frondeur <UNK> reprocher hollande mépriser primaire vouloir juste pour dézinguer		
58	8,51092506318189E+017	EM	Paris 5e Arrondissement	2017-04-09 15:20:40	"RT @JadeJoPS: ""Fillon a validé &amp; accompagné le conflit Libyen qui a été une erreur &amp; a supprimé 54.000 postes dans la défense"" #DIMPOL #JeV…"	1	rt @jadejops fillon valider amp accompagner conflit <UNK> erreur amp supprimer 54 000 poste dans défense #dimpol #jev…		
59	8,47117069434917E+017	EM	Paris, France	2017-03-29 16:03:42	Pour Bayrou, Macron aura une majorité https://t.co/SwmCItrLUU via @Le_Figaro	1	pour bayrou macron avoir majorité via @le_figaro		
60	8,55051209555792E+017	EM	Ain, Rhône-Alpes	2017-04-20 13:31:09	L'étrange justification des rétrocessions de Marie Fillon à son père https://t.co/ToEn0dvORH	1	étrange justification rétrocession marie fillon père		
61	8,55182921442918E+017	EM	France	2017-04-20 22:14:31	"Bénéficier de l'expertise de #Villepin (Diplomatie), Le Drian (Défense) et #Fauvergue (Sécurité) est un atout pour #Macron.
#ChampsElysees"	1	bénéficier expertise #villepin diplomatie drian défense et <UNK> sécurité atout pour #macron #champselysees		
62	8,50067652123009E+017	EM	Asnières-sur-Seine, France	2017-04-06 19:28:16	RT @TeamMacron2017: .@EmmanuelMacron @enmarchefr @enmarche .@EmmanuelMacron oui il faut fermer Fessenheim. La décision a été prise, il ne f…	1	rt @teammacron2017 @emmanuelmacron @enmarchefr @enmarche oui falloir fermer <UNK> décision prendre ne		
63	8,18562062783627E+017	EM	Paris VI - NYC	2017-01-09 20:56:18	RT @enmarcheparis16: Avec qui gouvernerait Emmanuel #Macron? via @Lopinion_fr https://t.co/JAvOUoSOhN #EnMarche #Macron2017	1	rt @enmarcheparis16 avec gouverner emmanuel #macron via @lopinion_fr #enmarche #macron2017		
64	8,58017914817053E+017	EM		2017-04-28 17:59:46	#Macron Présidentielle : Mélenchon ne tranche pas entre vote Macron et vote blanc https://t.co/Xe9WuAn3HK https://t.co/AxKEOXpf6g	1	#macron présidentiel mélenchon ne tranche pas entrer vote macron et vote blanc		
65	8,40095234163843E+017	EM	JETTE (1090)	2017-03-10 07:01:26	Pour la Gauche de Hamon et mélanchon, @emmanuelmacron est un vil candidat de la droite libérale. cc @avecmacron	1	pour gauche hamon et mélanchon @emmanuelmacron vil candidat droite libéral cc <UNK>		
66	8,50758469691085E+017	EM	Levallois, Boulogne-sur-Mer	2017-04-08 17:13:20	RT @enmarcheparis16: Pour remplacer Ciotti, une jeune avocate candidate #EnMarche dans les Alpes-Maritimes via @nice_matin https://t.co/pCK…	1	rt @enmarcheparis16 pour remplacer ciotti jeune avocat candidat #enmarche dans alpes-maritime via @nice_matin		
67	8,23262539287032E+017	EM	Châteaubriant 	2017-01-22 20:14:19	.@FrancoisFillon et @benoithamon : les primaires font décidément émerger des personnages modérés et charismatiques.. #Ironie #EnMarche vite!	1	et primaire faire décidément émerger personnage modérer et charismatique <UNK> #enmarche vite		
68	8,39766679194337E+017	EM	U	2017-03-09 09:15:53	"RT @EtienneBaldit: Elkabbach à Jadot, le plus sérieusement du monde : ""Je sais pas comment vous faites pour avoir toujours ce ton péremptoi…"	1	rt @etiennebaldit <UNK> jadot plus sérieusement monde savoir pas comment faire pour avoir toujours <UNK>		
69	8,26703166100091E+017	EM	#Mulhouse	2017-02-01 08:06:08	RT @bayrou: Je ne partage pas le projet de F. #Fillon qui depuis le début est déséquilibré, punitif pour ceux qui sont en bas de la pyramid…	1	rt @bayrou ne partager pas projet #fillon depuis début déséquilibré punitif pour en bas <UNK>		
70	8,54120188647801E+017	EM	Lot, Midi-Pyrénées	2017-04-17 23:51:36	RT @EmmanuelMacron: Tous les enfants, quel que soit leur quartier, pourront atteindre l'excellence par l'école de la République ! #MacronPr…	1	rt @emmanuelmacron tout enfant être quartier pouvoir atteindre excellence par école république #macronpr…		
71	8,51043645293826E+017	EM	France	2017-04-09 12:06:31	RT @AmauryHoymans: Porte à porte géant organisé par les comités de Paris ce dimanche dans le 18ème pour #LaGrandeMarche #JeVoteMacron #Macr…	1	rt <UNK> porte porte géant organiser par comité paris dimanche dans <UNK> pour #lagrandemarche #jevotemacron #macr…		
72	8,33810072883122E+017	EM	Paris	2017-02-20 22:46:27	RT @mounir: Macron a toujours défendu et sera toujours aux cotés des LGBTQI. Le rôle d'un Président : Décider et Rassembler. https://t.co/6…	1	rt @mounir macron toujours défendre et toujours coté <UNK> rôle président décider et rassembler		
73	8,58439996444955E+017	EM		2017-04-29 21:56:58	RT @flogazan: Nicolas Dupont-Aignan ça donne NDP. Mais son vrai prénom doit être François, Frédéric ou Fernand...	1	rt <UNK> nicolas dupont-aignan donne <UNK> mais vrai <UNK> devoir françois frédéric ou <UNK>		
74	8,38740311044129E+017	EM	Levallois-Perret, France	2017-03-06 13:17:27	Marche #Clichy - #Levallois ce samedi 11 Mars à 10h45. RDV : 8 Place Georges Pompidou. Inscrivez-vous ! ↪ https://t.co/GJ22czpifG #EnMarche	1	marche #clichy #levallois samedi 11 mars <UNK> rendez-vous 8 place georges pompidou inscrivez-vous #enmarche		
75	8,41085418867184E+017	EM		2017-03-13 00:36:05	Arrêtez avec Fillon ! La prochaine veste qu'il devrait se prendre c lors des prochaines élections ! Et gratuite celle là – amusé	1	arrêter avec fillon prochain veste devoir prendre lors prochain élection et <UNK> là amuser		
76	8,58697942865252E+017	EM	U	2017-04-30 15:01:58	RT @le_Parisien: Présidentielle : Macron, un 1er Mai pour un second souffle ? https://t.co/MyhVDqTIqR	1	rt @le_parisien présidentielle macron premier mai pour second souffle		
77	8,5746957569645E+017	EM	Paris, France	2017-04-27 05:40:52	Quel libéral est Emmanuel Macron? Un libéral scandinave  https://t.co/bpDxhMGsug via @slatefr	1	quel libéral emmanuel macron libéral scandinave via @slatefr		
78	8,23912285353771E+017	EM	France	2017-01-24 15:16:11	RT @PascTournier: #macron et Le premier ministre libanais hariri se sont échangés leurs numéros de portable à la fin de leur entrevue #enma…	1	rt @pasctournier #macron et premier ministre libanais <UNK> échanger numéro portable fin entrevue #enma…		
79	8,44090941988393E+017	EM	#nantes #rennes 	2017-03-21 07:38:57	@bleuloireocean @Johanna_Rolland incohérence dans vos propos, en soutenant @benoithamon qui est contre #nddl	1	@bleuloireocean <UNK> incohérence dans propos en soutenir @benoithamon être contre #nddl		
80	8,55120905944617E+017	EM	Pyrénées-Atlantiques	2017-04-20 18:08:06	"RT @GuillaumeDaret: #Macron: 24,5%
#LePen: 21%
#Fillon: 20%
#Mélenchon: 19%
#Hamon: 7,5%
#Dupont-Aignan: 4%
.@harrisint_fr  @LCP https://t.…"	1	rt @guillaumedaret #macron 24 % #lepen 21 % #fillon 20 % #mélenchon 19 % #hamon % <UNK> 4 % @lcp		
81	8,52110051477254E+017	EM	Paris	2017-04-12 10:44:02	"Contre les ""indignations d'estrade"" seul #Macron2017 rend le pouvoir au peuple en l'associant à son projet https://t.co/e9LRJ9M9vH"	1	contre indignation estrade seul #macron2017 rendre pouvoir peuple en associer projet		
82	8,60192141879935E+017	EM	Paris, France	2017-05-04 17:59:22	RT @TeamMacron2017: Évidemment cette info est fausse https://t.co/4TaY8UloHO	1	rt @teammacron2017 évidemment info faux		
83	8,44840352372613E+017	EM	Paris 12	2017-03-23 09:16:51	RT @lemondefr: En direct | Le ministre de la défense Jean-Yves Le Drian annonce son soutien à Emmanuel Macron https://t.co/KpZ301hCqR https…	1	rt @lemondefr en direct ministre défense jean-yves drian annoncer soutien emmanuel macron		
84	8,27232912370258E+017	EM	Dijon, France	2017-02-02 19:11:10	en manque d'air ou quoi ce #FillonDemission #FillonDegage  pour gagner seule la préparation compte #Fillon malhonnê… https://t.co/id49hh5FFf	1	en manque air ou #fillondemission #fillondegage pour gagner seul <UNK> compte #fillon <UNK>		
85	8,29725081102332E+017	EM	Paris	2017-02-09 16:14:09	RT @eric_fallourd: Et maintenant, l'enfumage procédural. La défense #Fillon s'enfonce. Pourquoi a-t-il demandé à être entendu s'il juge l'e…	1	rt @eric_fallourd et maintenant enfumage <UNK> défense #fillon enfoncer pourquoi demander entendre se juger		
86	8,22888381185217E+017	EM	Nord / Pas de Calais	2017-01-21 19:27:33	RT @enmarcheparis16: #revolutionenmarche avec @enmarcheparis16 Place de Clichy ce samedi #EnMarche avec #Macron https://t.co/Dp0NF6IgNq	1	rt @enmarcheparis16 #revolutionenmarche avec @enmarcheparis16 placer clichy samedi #enmarche avec #macron		
87	8,44781000395674E+017	EM	Creuse	2017-03-23 05:21:00	@mlanchou A mon sens les imposteurs sont Le Pen , Mélenchon et Hamon.🚶	1	<UNK> sens imposteur pen mélenchon et hamon		
88	8,49881095634027E+017	EM		2017-04-06 07:06:57	"RT @Daarjeeling: Si Anna Cabana est aussi ""objective"" pour défendre #Fillon et ses affaires, c'est que son mari a lui aussi été condamné po…"	1	rt @daarjeeling si anna <UNK> aussi objectif pour défendre #fillon et affaire être mari aussi condamner po		
89	8,53395773974864E+017	EM	Paris, Rennes	2017-04-15 23:53:02	"RT @TeamMacron2017: ""Dès le 23 avril, nous voterons @EmmanuelMacron "": appel à nos amis de la droite et du centre https://t.co/mVZopJiVtO c…"	1	rt @teammacron2017 dès 23 avril voter @emmanuelmacron appel ami droite et centre		
90	8,55895658523496E+017	EM	France	2017-04-22 21:26:41	Demain les amis faut VOTER ! Votez pour qui vous voulez ça ne concerne que vous, mais VOTEZ ! #Presidentielle2017	1	demain ami falloir voter votez pour vouloir ne concerner mais voter #presidentielle2017		
91	8,39782323734344E+017	EM	Yonne, Bourgogne	2017-03-09 10:18:03	"RT @ClichyEnMarche: Présidentielle : #EmmanuelMacron passe devant #MLP
https://t.co/FcN5e297Jc via @Le_Figaro"	1	rt @clichyenmarche présidentielle #emmanuelmacron passer devant #mlp via @le_figaro		
92	8,53349783095869E+017	EM	 Babord sans bobard de Droite 	2017-04-15 20:50:17	RT @jfkbismuth: Ça va être sympa un meeting Fillon ou serait present @alainjuppe pour découvrir l entrée de sens commun dans gvt #Fillon201…	1	rt @jfkbismuth aller sympa meeting fillon ou <UNK> @alainjuppe pour découvrir entrée sens commun dans gvt <UNK>		
93	8,39193574327607E+017	EM		2017-03-07 19:18:34	@adia66 oui mais 1 don doit être déclaré. l'Etat récupère 66% (sauf pour les asso) ... Fillon aime dilapider nos impôts, pas en payer	1	@adia66 oui mais 1 don devoir déclarer etat récupérer 66 % sauf pour asso fillon aimer dilapider impôt pas payer		
