tweet_id,party,user_location,created_at,text,party_dummy,preprocessed_text
814223580229672961,FN,France,2016-12-28 21:36:43,"RT @avec_marine: #Fillon, c'est aussi celui qui veut aménager le bac pour ceux qui font le Ramadan. Un vrai dur de droite ? 🤔 #LaPrimaire h…",0,rt @avec_marine aussi vouloir aménager bac pour faire ramadan vrai dur droite #laprimaire heure
853938305569837056,EM,Partout dans le monde,2017-04-17 11:48:52,"RT @Dbussereau: L'arrivée de @SensCommun_ au sein du parti @lesRepublicains a eté une erreur,sa présence dans un Gouvernement serait une fa…",1,rt @dbussereau arrivée sein parti @lesrepublicains erreur présence dans gouvernement fa
849722579648729088,FN,Provence-Alpes-Côte d'Azur,2017-04-05 20:37:04,"RT @MLP_officiel: ""Comme si nous n'avions rien vu de son triste bilan au gouvernement, Fillon recommence ses belles promesses... en vain !""…",0,rt @mlp_officiel comme si ne avoir voir triste bilan gouvernement fillon recommencer bel promesse en vain
823940327732027394,FN,France,2017-01-24 17:07:36,RT @PascTournier: Pdt Que Le Ps se déchire #macron visite une église orthodoxe et voit le patriarche maronite bechara Raï #enmarche https:/…,0,rt @pasctournier pdt ps déchirer #macron visite église orthodoxe et voir patriarche maronite bechara raï #enmarche
859918211537567747,EM,aix les bains,2017-05-03 23:50:52,"RT @EMacron_2017: [#MACRONPRESIDENT 🇫🇷 #EnsembleLaFrance #StopLePen] 
Belle tribune de José Bové qui votera Emmanuel #Macron, sans... https…",1,rt @emacron_2017 #macronpresident #ensemblelafrance #stoplepen bel tribune josé bové voter emmanuel #macron sans
822043789384708097,FN,"Oslo, Norvège",2017-01-19 11:31:26,"RT @afpfr: Dati sur la campagne de Fillon: ""on va droit dans le mur"" https://t.co/0AXy6AKAlU #AFP https://t.co/bWHin1ih3X",0,rt @afpfr dati sur campagne fillon aller droit dans mur #afp
834835529682317318,EM,Matthieu 16:25,2017-02-23 18:41:15,RT @BFMTV: EN DIRECT - Macron repasse devant Fillon au 1er tour selon un sondage et bat Le Pen au second https://t.co/toYb68a0fZ https://t.…,1,rt @bfmtv en direct macron repasser devant fillon premier tour selon sondage et battre pen second
845176834358591488,FN,Lat 44.05 long 3.9833,2017-03-24 07:33:54,RT @RafikSmati: Imaginez dans quel état de précarité aurait été Emmanuel Macron s'il n'avait pas gagné 3 millions d'euros chez Rothschild..…,0,rt @rafiksmati imaginer dans état précarité emmanuel macron se ne pas gagner 3 million chez rothschild
857516267951058944,FN,"Canton Nice 9, les collines.",2017-04-27 08:46:24,"RT @BFMTV: ""Ce n'était pas des militants FN hier."" M.Le Pen répond à E.Macron, soupçonnée de mise en scène hier à Whirlpool https://t.co/f0…",0,rt @bfmtv ne pas militant fn hier monsieurle pen répondre macron soupçonner mise en scène hier whirlpool
855826528676048896,FN,France,2017-04-22 16:51:59,Demain c'est le grand jour ! Je mettrais dans l'urne le nom de @MLP_officiel 💙 #marinepresidente #Marine2017,0,demain grand jour mettre dans urne nom @mlp_officiel #marinepresidente #marine2017
826554713567010816,EM,,2017-01-31 22:16:15,RT @Limportant_fr: Penelope Fillon : elle n'avait ni badge ni boîte mail à l'Assemblée nationale https://t.co/TYIJP0OazI #Politique https:/…,1,rt @limportant_fr penelope fillon ne avoir ni badge ni boîte mail assemblée national #politique
822945000648560640,EM,"Nice, France",2017-01-21 23:12:32,.@filnoir et citer un soutien de la droite rance #Sarkozy pour tacler Macron qui veut rassembler les progressistes de tous bords… c'est LOL😂,1,et citer soutien droite rance #sarkozy pour tacler macron vouloir rassembler progressiste bord lol
843947639360159746,FN,France,2017-03-20 22:09:31,"RT @B_LANCINE_: @MLP_officiel ""moi ce qui m'importe c'est le travail des Français "" #LeGrandDebat #DebatTF1 #AuNomDuPeuple",0,rt @b_lancine @mlp_officiel travail français #legranddebat #debattf1 #aunomdupeuple
844988134605701120,FN,Charente - Angoulême,2017-03-23 19:04:05,"RT @EetR_National: C'est tout chaud
#Soral répond ! – Hiver 2017
#MarineLePen #Mélenchon #Fillon #Kinsey #Trump #Conversano #Pizzagate

htt…",0,rt @eetr_national tout chaud répondre hiver 2017 #marinelepen #mélenchon #fillon #kinsey #trump #conversano #pizzagate htt
816543611860946945,FN,"Val-d'Oise, Ile-de-France",2017-01-04 07:15:42,"RT @FN_officiel: .@f_philippot : ""M. #Fillon est un bon petit soldat de Bruxelles, et a un programme qui serait une catastrophe pour la Fra…",0,rt @fn_officiel @f_philippot monsieur #fillon bon petit soldat bruxelles et avoir programme catastrophe pour fra
844161395973373952,EM,,2017-03-21 12:18:55,"RT @RichardFerrand: J'ai trouvé @EmmanuelMacron calme, serein, déterminé. #BFM #LeGrandDebat",1,rt @richardferrand trouver @emmanuelmacron calme serein déterminer #bfm #legranddebat
858353733553582082,EM,"Bompas, France",2017-04-29 16:14:12,RT @enmarchearras: Emmanuel Macron à la reconquête des campagnes - Le Point #macron https://t.co/7aX9NV1SsF,1,rt @enmarchearras emmanuel macron reconquête campagne point #macron
848884025666220033,EM,France,2017-04-03 13:04:57,"RT @brunosouche: Pour Macron, Fillon veut https://t.co/o7gXIdwnqw",1,rt @brunosouche pour macron fillon vouloir
826713904722169856,EM,"Valence, France",2017-02-01 08:48:49,"RT @Politiquemedia: .@EmmanuelMacron était l'invité de la matinale de France Inter, revoir l'émission en vidéo → https://t.co/byWYFZuIt2 #m…",1,rt @politiquemedia @emmanuelmacron invité matinale france inter revoir émission en vidéo #m…
857865674915500032,EM,Paris,2017-04-28 07:54:49,"""Macron, c'est la France soumise"" : les grosses ficelles de Marine Le Pen sur TF1 https://t.co/nh8krvcogJ via @LObs",1,macron france soumettre gros ficelle marine pen sur tf1 via @lobs
860157911678451712,FN,Beriz,2017-05-04 15:43:21,"RT @f_philippot: Macron porte plainte : la justice s'exécute, ouvre en 5 minutes une enquête. Tout est bon pour sauver Hollande Jr. Qu'il s…",0,rt @f_philippot macron porte plainte justice exécuter ouvrir en 5 minute enquête tout bon pour sauver hollande jr
803033918706515968,FN,,2016-11-28 00:33:00,"@Laure94__ Sur ces points sociétaux, Fillon propose de changer quoi que Marine ne propose pas?",0,sur point sociétal fillon proposer changer quoi marine ne proposer pas
841642276879253504,FN,,2017-03-14 13:28:50,POLE EMPLOI ME PAYE P'US CAR LES IMPOTS M'ONT BLOQUES LE COMPTE POUR  NON PAIEMENT D TAXE  HABI DE MON TAUDIT 790€!! FILLON 1MANCHE COSTAR,0,pole emploi payer us car impot me ont bloques compte pour non paiement taxe habi taudit 790 fillon 1manche costar
836281139761381380,FN,"Ile-de-France, France",2017-02-27 18:25:35,"RT @FilFrance: #macron
Quand on voit le niveau de ses conseillers politiques on n'a plus de doute sur la nullité de cet abruti
 https://t.c…",0,rt @filfrance #macron quand voir niveau conseiller politique ne avoir plus doute sur nullité abruti
809654894210715648,FN,Là où me porte le destin...,2016-12-16 07:02:24,"RT @Marine2017_Off: 🔵⚪🔴URGENT🔵⚪🔴

Pour soutenir Marine à l'élection présidentielle de 2017, mettez #Marine2017 sur votre biographie ! https…",0,rt @marine2017_off urgent pour soutenir marine élection présidentiel 2017 mettre #marine2017 sur biographie
839506116614762496,FN,,2017-03-08 16:00:30,"RT @Valeurs: Pour Le Pen, Macron est le “candidat de l’immigration massive” &gt;&gt; https://t.co/0GfqrbLIK4 https://t.co/kNzw95gZYE",0,rt @valeurs pour pen macron candidat immigration massif gt gt
805769624776097793,FN,"Armentières,Nord-Pas-de-Calais",2016-12-05 13:43:43,"RT @PhilippeMurer: L’investissement en Europe ne fait que reculer malgré les politiques à la Fillon
prétendument pro investissement
Cherche…",0,rt @philippemurer investissement en europe ne faire reculer malgré politique fillon prétendument pro investissement cherche
826089699492102144,EM,All around the 🌏🌍🌎.,2017-01-30 15:28:27,RT @EnMarcheNeuilly: Macron présentera finalement son programme début mars https://t.co/xqYreG6Xfl via @LesEchos,1,rt @enmarcheneuilly macron présenter finalement programme début mars via @lesechos
821688829107195904,FN,Nice ,2017-01-18 12:00:57,"RT @RenaudCamus: C’est totalement faux, vision bornée. Le (non)-programme de Macron, c’est le dernier mot post-industriel du remplacisme gl…",0,rt @renaudcamus totalement faux vision borner non programme macron dernier mot postindustriel remplacisme gl
844503201680379904,FN,Nowhere,2017-03-22 10:57:08,Macron n’est pas encore au pouvoir que Hollande ouvre grand les portes de la France aux Algériens https://t.co/uMIwc5Mcs4,0,macron ne pas encore pouvoir hollande ouvrir grand porte france algérien
844880661949403136,FN,France,2017-03-23 11:57:01,RT @FrkGuiot: Toute la Hollandie rejoint #Macron ... Macron devient de facto le candidat du #PS et s'inscrit dans la continuité nullissime…,0,rt @frkguiot hollandie rejoindre #macron macron devenir facto candidat #ps et inscrire dans continuité nullissime
815997135883747328,FN,"Armentières,Nord-Pas-de-Calais",2017-01-02 19:04:12,"RT @nicolasbayfn: ""Que dit #Macron sur l'immigration ? Rien. Sur le terrorisme et la sécurité ?Rien.""
#19HRuthElkrief",0,rt @nicolasbayfn dire #macron sur immigration rien sur terrorisme et sécurité rien #19hruthelkrief
803499901824933888,EM,"Isère, Rhône-Alpes",2016-11-29 07:24:39,Vision Macron https://t.co/kWK3WwBdkp,1,vision macron
840234023318409217,EM,France,2017-03-10 16:12:56,RT @marst76: C'est le stagiaire qui a posté cette caricature antisémite ? @lesRepublicains,1,rt @marst76 stagiaire poster caricature antisémite @lesrepublicains
860975908445970433,FN,Hauts de France ,2017-05-06 21:53:47,RT @historique2017: VOICI LA LETTRE DE MD AUBRY QUI INSITE TOUT LES LILLOIS A VOTE MACRON CELA N'EST PAS ACCEPTABLE TOUT INDIVIDU EST LIBRE…,0,rt @historique2017 voici lettre md aubry qui insite tout lillois vote macron ne acceptable individu libre
844663074397310976,FN,"Bretagne, France",2017-03-22 21:32:24,"@FrancoisFillon Ralliez-vous à Nicolas-Dupont Aignan, lui seul peut battre Macron à présent.",0,@francoisfillon ralliez-vous nicolas-dupont aignan seul pouvoir battre macron présent
859316584569065472,FN,"Ile-de-France, France",2017-05-02 08:00:13,RT @Samuel_Lafont: 🚨 Macron ne répond pas à @JJBourdin_RMC qui lui demande s'il rejette le soutien des islamistes de l'UOIF ! #JamaisMacron…,0,rt @samuel_lafont macron ne répondre pas @jjbourdin_rmc demande se rejeter soutien islamiste uoif #jamaismacron…
850396097776418816,FN,Paris | Seine-Saint-Denis (93),2017-04-07 17:13:23,.@MLP_officiel : « Donald Trump n'a pas attendu l'enquête internationale. » #19hruthelkrief #Marine2017,0,donald trump ne pas attendre enquête international #19hruthelkrief #marine2017
805737441005027328,FN,,2016-12-05 11:35:50,"RT @supporterPSGOM: Vous osez parler de traîtres Mr 
Primaire volée https://t.co/kTDb50ONuW",0,rt @supporterpsgom oser parler traître mr primaire voler
854295412953538560,EM,"Maastricht, Pays-Bas",2017-04-18 11:27:53,RT @EmmanuelMacron: Empêcher le monde civilisé de se défaire et permettre au monde à venir de se faire : telle est notre responsabilité. #M…,1,rt @emmanuelmacron empêcher monde civilisé défaire et permettre monde venir faire tel responsabilité #m…
826416224301154304,FN,"Armentières,Nord-Pas-de-Calais",2017-01-31 13:05:56,"RT @MonnierThibaut: Un vent de fraîcheur, de renouveau parmi les soutiens de #Macron !
➡️ Allégorie d'un mondialisme en phase terminale
htt…",0,rt @monnierthibaut vent fraîcheur renouveau parmi soutien #macron allégorie mondialisme en phase terminal htt
859450272325808129,EM,France,2017-05-02 16:51:27,"RT @lemondefr: Dans une tribune au @lemondefr, Yanis Varoufakis appelle à « se boucher le nez » et voter pour Emmanuel Macron 
➡️ https://t…",1,rt @lemondefr dans tribune @lemondefr yanis varoufakis appeler boucher nez et voter pour emmanuel macron
829933874687799296,EM,Creuse,2017-02-10 06:03:49,RT @renaudpila: Indiscret pour ma team insomniaques.. Wauquiez humilié par Fillon mardi alors qu'il refusait de rejoindre les chefs sur l'e…,1,rt @renaudpila indiscret pour team insomniaque wauquiez humilier par fillon mardi alors refuser rejoindre chef sur
844781269426745347,FN,,2017-03-23 05:22:04,"RT @LARREDE1: https://t.co/ktADNGbLM4  
 Emmanuel Macron l'escroc!",0,rt @larrede1 emmanuel macron escroc
847119791307571200,EM,,2017-03-29 16:14:31,RT @BFMTV: ALERTE INFO. Mélenchon creuse l'écart avec Hamon https://t.co/JOqHK9yNDl https://t.co/rK89JzzX8C,1,rt @bfmtv alerte info mélenchon creux écart avec hamon
844228192302972928,FN,Icioula,2017-03-21 16:44:20,RT @ValentifulDay: #Presidentielle2017 🔴 #TF1Debat &gt;&gt; Le vide et l'amateurisme de #Macron sur la scène EUR et internationale!https://t.co/P…,0,rt @valentifulday #presidentielle2017 #tf1debat gt gt vide et amateurisme #macron sur scène eur et
823315152573517829,FN,,2017-01-22 23:43:23,"RT @asmph86: Je vais bien vous niquer les naïfs. 

#Macron
#ENA
#ProMigrant
#VoileCompatible
#BlingBling
#SansProgramme
#BebeHollande
#EnMa…",0,rt @asmph86 aller bien niquer naïf #macron #ena #promigrant #voilecompatible #blingbling #sansprogramme #bebehollande #enma…
837322263527464961,FN,Moissac Paris,2017-03-02 15:22:38,"RT @servicePresseF5: 📌Ce soir à 17.45, @Cdanslair avec @Caroline_Roux ""Fillon : la droite n'y croit plus"" @France5tv https://t.co/7NYSkdZjQH",0,rt @servicepressef5 soir 17 45 @cdanslair avec fillon droite ne croire plus @france5tv
826865601322897418,FN,,2017-02-01 18:51:36,"RT @OuchikhKarim: #Macron est le candidat désigné en France par le Système, comme le fut #HillaryClinton aux EU. Avec le succès que l'on sa…",0,rt @ouchikhkarim #macron candidat désigner en france par système comme #hillaryclinton eu avec succès
858682187515932672,FN,"Lyon, France",2017-04-30 13:59:21,"RT @KimJongUnique: Pendant que Macron fait de la récup au mémorial de la Shoah,ses proches draguent les antisémites musulmans. A vomir! htt…",0,rt @kimjongunique pendant macron faire récup mémorial shoah proche draguer antisémite musulman vomir htt
858257620766937088,FN,"Benidorm, Espagne",2017-04-29 09:52:17,@nrenard75 @SgeDeres Ca ressemble plutot a Cohn-Bendit et Attali discutant du programme de Macron https://t.co/yYI7VuHth3,0,@nrenard75 @sgederes ca ressembler plutot avoir cohn-bendit et attali discuter programme macron
858624014180376576,FN,Var,2017-04-30 10:08:12,"RT @herstalle: #BFMacron
Les Caméramen de #BFMTV aux ordres de #Macron à Sarcelles https://t.co/RJwsVUELI0 via @f_desouche https://t.co/V3L…",0,rt @herstalle #bfmacron caméraman #bfmtv ordre #macron sarcelle via @f_desouche
842071885726793729,EM,Paris,2017-03-15 17:55:57,"RT @NicoHikona19: Christian Gillet, Président #UDI du Conseil départemental du Maine-et-Loire, retire son soutien à François #Fillon. https…",1,rt @nicohikona19 christian gillet président #udi conseil départemental retirer soutien françois #fillon
859149439243608066,FN,Bordeaux,2017-05-01 20:56:03,"RT @dupontaignan: Elire #Macron c’est élire une fausse démocratie où le pouvoir du peuple est remplacé par celui des lobbies, des commissai…",0,rt @dupontaignan elire #macron élire faux démocratie pouvoir peuple remplacer par lobby commissai
842163455239020545,FN,France,2017-03-15 23:59:49,"Ils vont faire du bon boulot!!! Ça de la gueule, non??? #Marine2017 https://t.co/fm5dj3donA",0,aller faire bon boulot cela gueule non #marine2017
835146857634545664,FN,France,2017-02-24 15:18:21,"RT @PFR21: #sondage #Macron #Fillon #MLP Dans le trio de tête selon les sondages, Macron, Fillon ou Marine Le Pen, pour qui allez-vous vote…",0,rt @pfr21 #sondage #macron #fillon #mlp dans trio tête selon sondage macron fillon ou marine pen pour allez-vou vote
853112647990079488,EM,"Nairobi, Kenya",2017-04-15 05:08:00,"RT @BRESSONMike: #Fillon :
8% chez les - de 35 ans 
39% chez les + de 65 ans

Alors si vous ne voulez pas que d'autres décident de votre av…",1,rt @bressonmike #fillon 8 % chez 35 an 39 % chez 65 an alors si ne vouloir pas autre décider
843090933365325826,EM,"Asnières-sur-Seine, France",2017-03-18 13:25:17,RT @LadroiteavecEM: La dynamique #Macron s'amplifie ! #Macron2017 #Presidentielle2017 https://t.co/qde7hJBcJl,1,rt @ladroiteavecem dynamique #macron amplifier #macron2017 #presidentielle2017
844440441441411074,EM,"Paris, France",2017-03-22 06:47:44,"RT @AdrienSnk: Non, #Macron ne veut pas taxer les ""loyers fictifs"" des propriétaires https://t.co/ZiOFVMtdie 1/n",1,rt @adriensnk non #macron ne vouloir pas taxer loyer fictif propriétaire 1
838823427851104257,FN,"Haut-Rhin, Alsace",2017-03-06 18:47:44,"RT @louis_aliot: Boum : Benoît Hamon vient d’être mis en examen (évidemment, silence média) https://t.co/FLNfotfEdf",0,rt @louis_aliot boum benoît hamon venir mettre en examen évidemment silence média
846607969043333121,EM,Lisboa - Paris,2017-03-28 06:20:43,"BAROMÈTRE : Emmanuel Macron et Jean-Luc Mélenchon les mieux notés pour leur campagne
https://t.co/uq5dzbs4xO 
via @lavoixdunord",1,baromètr emmanuel macron et jean-luc mélenchon mieux noter pour campagne via @lavoixdunord
820395538407374849,EM,,2017-01-14 22:21:53,"Quand Valls mobilise 500 personnes max à des réunions publiques, Macron en fait venir 5000. #EnMarchePour LaVictoire",1,quand valls mobiliser 500 personne max réunion public macron en venir 5000 #enmarchepour lavictoir
843887806267252737,EM,International Space Station,2017-03-20 18:11:46,"@FrancoisFillon vous a volé, faites le payer!  #DebatTF1 #EnMarche avec @EmmanuelMacron https://t.co/D5uN7ZQQDP",1,@francoisfillon voler faire payer #enmarche avec @emmanuelmacron
858255365372354560,FN,France,2017-04-29 09:43:19,"RT @MLP_officiel: ""Je remercie @dupontaignan d'avoir répondu à mon appel, et de sceller avec moi notre Alliance patriote et républicaine !""…",0,rt @mlp_officiel remercier @dupontaignan répondre appel et sceller avec alliance patriote et républicain
830388200954793984,FN,,2017-02-11 12:09:09,"RT @GilbertCollard: À Laudun-l'Ardoise, ce soir, pour soutenir Marine ! #Gard #AuNomDuPeuple #Marine2017 https://t.co/SxwdnuLZie",0,rt @gilbertcollard laudun-l ardoise soir pour soutenir marine #gard #aunomdupeuple #marine2017
838381566812303362,EM,"Argenteuil, France",2017-03-05 13:31:56,RT @afpfr: Fillon: Estrosi annonce une initiative pour une sortie respectueuse https://t.co/k1a1wodb4e #AFP,1,rt @afpfr fillon estrosi annoncer initiative pour sortie respectueux #afp
857338265959116800,FN,,2017-04-26 20:59:05,"RT @f_philippot: Pétition contre MLP signée par Audrey Pulvar, qui anime des émissions politiques sur @cnews. Ça pose un vrai problème d'im…",0,rt @f_philippot pétition contre mlp signer par audrey pulvar anime émission politique sur @cnews pose vrai problème
859504754489253888,FN,France,2017-05-02 20:27:56,"RT @MLP_officiel: ""Je ne veux pas dire à notre jeunesse de s'habituer à vivre avec le terrorisme."" #15minutesPourConvaincre #ChampsElysées",0,rt @mlp_officiel ne vouloir pas dire jeunesse habituer vivre avec terrorisme #15minutespourconvaincre #champselysées
833242044160233472,FN,Bordeaux,2017-02-19 09:09:18,"RT @JBollee: Tiens Fillon a oublié de nous dire qu'il avait licencié sa ""compagne de travail"" -pourtant indispensable🤔- pour 45K d'indemnit…",0,rt @jbollee tien fillon oublier dire licencier compagne travail pourtant indispensable pour 45 indemnit
840253271323377664,FN,"Vendée, Pays de la Loire",2017-03-10 17:29:25,"Retweeted J.P Fillet-SDFN85 (@JPFillet):

le choix est entre vos mains mesdames.... #Marine2017... https://t.co/i14ptVFTZg",0,retweeted fillet-sdfn85 @jpfillet choix entrer main mesdame #marine2017
837593977205424128,FN,,2017-03-03 09:22:20,RT @rdinho3: Jacques #Attali prépare déjà le terrain en Arabie Saoudite pour Emmanuel #Macron  #EnMarche les islamistes https://t.co/X9qbKJ…,0,rt @rdinho3 jacques #attali préparer déjà terrain en arabie saoudite pour emmanuel #macron #enmarche islamiste
856298094576775175,FN,"Rimini, Émilie-Romagne",2017-04-24 00:05:49,RT @MLP_officiel: 🔴 Retrouvez mon allocution de ce soir à #HéninBeaumont 👉🏻 https://t.co/jmHHHBTWVg #Présidentielle2017 #Marine2017 https:/…,0,rt @mlp_officiel retrouver allocution soir #héninbeaumont #présidentielle2017 #marine2017
822124407606902785,FN,France,2017-01-19 16:51:47,"RT @EntrepreneurEM: Dès samedi, artisans, commerçants, indépendants, startup auront un nouvel outil pour témoigner auprès d'@enmarchefr ! #…",0,rt @entrepreneurem dès samedi artisan commerçant indépendant startup avoir nouveau outil pour témoigner auprès @enmarchefr #
803343417262698496,EM,"Moselle, Lorraine",2016-11-28 21:02:50,".@JeunesUDIMacron bienvenu à vous. Force et courage. 
L'union des progressistes, pour une france rassemblée et #EnMarche",1,@jeunesudimacron bienvenu force et courage union progressiste pour france rassembler et #enmarche
845525954147602432,EM,"Ain, Rhône-Alpes",2017-03-25 06:41:11,RT @luismanueldu01: Ce soir salle comble à Villeurbanne pour le meeting avec @gerardcollomb et @BrunoBonnellOff tous @#EnMarche pour la vic…,1,rt @luismanueldu01 soir salle comble villeurbanne pour meeting avec @gerardcollomb et @brunobonnelloff tout @#enmarche pour vic
844388845382721536,EM,Creuse,2017-03-22 03:22:43,"RT @BuzzFeedFRpol: Le porte-parole de François #Fillon qui balance une intox sur Macron, corrigé en direct par une journaliste de @BFMTV ht…",1,rt @buzzfeedfrpol porte-parole françois #fillon balancer intox sur macron corriger en direct par journaliste @bfmtv ht
